Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,plm_rank,zon_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,First Assists,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Round Pick,Overall Draft Position,Player ID,Headshot URL
2016-2017,Greg Pateryn,DAL,D,142.0,67.0,,,132.0,115.0,111.0,183.0,129.0,172.0,125.0,22.0,,132.0,Third Pair,36,555.2,1,1,26,1990-06-20,USA,USA,75,212,2008,5,7,128,8474688.0,https://assets.nhle.com/mugs/nhl/20162017/DAL/8474688.png
2016-2017,Greg Pateryn,MTL,D,142.0,67.0,,,132.0,115.0,111.0,183.0,129.0,172.0,125.0,22.0,,132.0,Third Pair,36,555.2,1,1,26,1990-06-20,USA,USA,75,212,2008,5,7,128,8474688.0,https://assets.nhle.com/mugs/nhl/20162017/MTL/8474688.png
2016-2017,Gustav Forsling,CHI,D,160.0,223.0,109.0,,215.0,203.0,59.0,61.0,151.0,11.0,14.0,204.0,,216.0,Third Pair,38,563.11666666667,2,2,20,1996-06-12,SWE,SWE,72,186,2014,5,6,126,8478055.0,https://assets.nhle.com/mugs/nhl/20162017/CHI/8478055.png
2016-2017,Hampus Lindholm,ANA,D,73.0,75.0,36.0,80.0,7.0,14.0,160.0,85.0,147.0,167.0,114.0,131.0,,75.0,First Pair,66,1481.6666666667,6,5,22,1994-01-20,SWE,SWE,76,215,2012,1,6,6,8476854.0,https://assets.nhle.com/mugs/nhl/20162017/ANA/8476854.png
2016-2017,Ian Cole,PIT,D,63.0,23.0,,27.0,16.0,96.0,124.0,134.0,86.0,94.0,186.0,51.0,,82.0,Second Pair,81,1605.4166666667,5,11,27,1989-02-21,USA,USA,73,225,2007,1,18,18,8474013.0,https://assets.nhle.com/mugs/nhl/20162017/PIT/8474013.png
2016-2017,Ivan Provorov,PHI,D,87.0,141.0,91.0,40.0,213.0,114.0,64.0,37.0,22.0,178.0,108.0,114.0,,53.0,Second Pair,82,1802.2,6,15,19,1997-01-13,RUS,RUS,73,201,2015,1,7,7,8478500.0,https://assets.nhle.com/mugs/nhl/20162017/PHI/8478500.png
2016-2017,Jaccob Slavin,CAR,D,110.0,6.0,49.0,1.0,77.0,78.0,171.0,136.0,85.0,142.0,11.0,216.0,,67.0,First Pair,82,1921.9333333333,5,14,22,1994-05-01,USA,USA,75,207,2012,4,29,120,8476958.0,https://assets.nhle.com/mugs/nhl/20162017/CAR/8476958.png
2016-2017,Jack Johnson,CBJ,D,105.0,123.0,,71.0,39.0,140.0,143.0,105.0,171.0,220.0,76.0,121.0,,76.0,Second Pair,82,1789.4333333333,5,6,29,1987-01-13,USA,USA,73,227,2005,1,3,3,8471677.0,https://assets.nhle.com/mugs/nhl/20162017/CBJ/8471677.png
2016-2017,Jacob Trouba,WPG,D,16.0,71.0,53.0,114.0,54.0,84.0,21.0,24.0,25.0,104.0,22.0,87.0,,21.0,First Pair,60,1496.6,8,10,22,1994-02-26,USA,USA,75,203,2012,1,9,9,8476885.0,https://assets.nhle.com/mugs/nhl/20162017/WPG/8476885.png
2016-2017,Jake Dotchin,TBL,D,131.0,216.0,84.0,,101.0,106.0,97.0,219.0,45.0,5.0,151.0,26.0,,173.0,Second Pair,35,645.01666666667,0,3,22,1994-03-24,CAN,CAN,75,210,2012,6,10,161,8477009.0,https://assets.nhle.com/mugs/nhl/20162017/TBL/8477009.png
2016-2017,Jake Gardiner,TOR,D,46.0,184.0,70.0,,11.0,109.0,135.0,86.0,82.0,93.0,142.0,154.0,,69.0,Second Pair,82,1765.75,9,14,26,1990-07-04,USA,USA,74,203,2008,1,17,17,8474581.0,https://assets.nhle.com/mugs/nhl/20162017/TOR/8474581.png
2016-2017,Jake McCabe,BUF,D,202.0,167.0,78.0,139.0,190.0,185.0,211.0,179.0,83.0,141.0,10.0,137.0,,145.0,Second Pair,76,1573.5833333333,3,10,22,1993-10-12,USA,USA,73,204,2012,2,14,44,8476931.0,https://assets.nhle.com/mugs/nhl/20162017/BUF/8476931.png
2016-2017,Jake Muzzin,LAK,D,20.0,114.0,15.0,14.0,6.0,27.0,23.0,75.0,78.0,95.0,118.0,59.0,,35.0,First Pair,82,1828.1333333333,9,9,27,1989-02-21,CAN,CAN,75,227,2007,5,20,141,8474162.0,https://assets.nhle.com/mugs/nhl/20162017/LAK/8474162.png
2016-2017,Jakob Chychrun,ARI,D,140.0,218.0,,19.0,221.0,222.0,82.0,11.0,35.0,153.0,193.0,66.0,,105.0,Third Pair,68,1133.3333333333,7,5,18,1998-03-31,USA,USA,74,220,2016,1,16,16,8479345.0,https://assets.nhle.com/mugs/nhl/20162017/ARI/8479345.png
2016-2017,Jakub Kindl,FLA,D,139.0,140.0,,,146.0,89.0,68.0,180.0,130.0,64.0,215.0,93.0,,195.0,Third Pair,39,572.93333333333,0,3,29,1987-02-10,CZE,CZE,75,199,2005,1,19,19,8471693.0,https://assets.nhle.com/mugs/nhl/20162017/FLA/8471693.png
2016-2017,Jamie Oleksiak,DAL,D,173.0,157.0,,146.0,105.0,180.0,205.0,10.0,223.0,192.0,120.0,85.0,,187.0,Third Pair,41,664.63333333333,5,0,23,1992-12-21,CAN,CAN,79,257,2011,1,14,14,8476467.0,https://assets.nhle.com/mugs/nhl/20162017/DAL/8476467.png
2016-2017,Jared Spurgeon,MIN,D,43.0,7.0,24.0,56.0,44.0,12.0,92.0,32.0,67.0,103.0,29.0,197.0,,33.0,First Pair,76,1826.5166666667,10,16,26,1989-11-29,CAN,CAN,69,166,2008,6,5,156,8474716.0,https://assets.nhle.com/mugs/nhl/20162017/MIN/8474716.png
2016-2017,Jason Demers,FLA,D,76.0,108.0,89.0,48.0,84.0,87.0,141.0,58.0,76.0,147.0,189.0,97.0,,91.0,Second Pair,81,1588.4833333333,9,9,28,1988-06-09,CAN,CAN,73,195,2008,7,5,186,8474218.0,https://assets.nhle.com/mugs/nhl/20162017/FLA/8474218.png
2016-2017,Jason Garrison,TBL,D,130.0,65.0,,115.0,170.0,57.0,50.0,143.0,160.0,189.0,119.0,125.0,,134.0,Second Pair,70,1299.4833333333,1,6,31,1984-11-13,CAN,CAN,73,218,-,-,-,-,8474520.0,https://assets.nhle.com/mugs/nhl/20162017/TBL/8474520.png
2016-2017,Jay Bouwmeester,STL,D,150.0,132.0,,99.0,137.0,99.0,127.0,186.0,124.0,183.0,129.0,176.0,,122.0,First Pair,81,1814.8166666667,1,7,32,1983-09-27,CAN,CAN,76,206,2002,1,3,3,8470151.0,https://assets.nhle.com/mugs/nhl/20162017/STL/8470151.png
2016-2017,Jeff Petry,MTL,D,19.0,150.0,72.0,55.0,15.0,72.0,19.0,27.0,60.0,162.0,89.0,67.0,,54.0,First Pair,80,1769.2,8,11,28,1987-12-09,USA,USA,75,209,2006,2,15,45,8473507.0,https://assets.nhle.com/mugs/nhl/20162017/MTL/8473507.png
2016-2017,Joel Edmundson,STL,D,95.0,89.0,,16.0,142.0,98.0,52.0,130.0,100.0,97.0,208.0,32.0,,163.0,Third Pair,69,1226.0333333333,3,5,23,1993-06-28,CAN,CAN,77,221,2011,2,16,46,8476441.0,https://assets.nhle.com/mugs/nhl/20162017/STL/8476441.png
2016-2017,John Carlson,WSH,D,5.0,156.0,9.0,57.0,47.0,163.0,20.0,20.0,4.0,116.0,27.0,171.0,,9.0,First Pair,72,1635.1,9,18,26,1990-01-10,USA,USA,75,215,2008,1,27,27,8474590.0,https://assets.nhle.com/mugs/nhl/20162017/WSH/8474590.png
2016-2017,John Klingberg,DAL,D,13.0,200.0,22.0,,5.0,183.0,108.0,63.0,6.0,125.0,84.0,196.0,,24.0,First Pair,80,1868.4666666667,13,21,24,1992-08-14,SWE,SWE,75,190,2010,5,11,131,8475906.0,https://assets.nhle.com/mugs/nhl/20162017/DAL/8475906.png
2016-2017,John Moore,NJD,D,92.0,199.0,99.0,126.0,198.0,158.0,58.0,9.0,143.0,65.0,110.0,108.0,,92.0,Second Pair,63,1195.5166666667,12,4,25,1990-11-19,USA,USA,75,207,2009,1,21,21,8475186.0,https://assets.nhle.com/mugs/nhl/20162017/NJD/8475186.png
2016-2017,John-Michael Liles,BOS,D,157.0,3.0,52.0,12.0,110.0,3.0,149.0,177.0,107.0,31.0,7.0,160.0,,146.0,Third Pair,36,583.53333333333,0,3,35,1980-11-25,USA,USA,70,185,2000,5,29,159,8468639.0,https://assets.nhle.com/mugs/nhl/20162017/BOS/8468639.png
2016-2017,Johnny Boychuk,NYI,D,14.0,82.0,46.0,84.0,49.0,181.0,6.0,41.0,31.0,119.0,45.0,39.0,,25.0,Second Pair,66,1368.25,6,10,32,1984-01-19,CAN,CAN,74,227,2002,2,31,61,8470187.0,https://assets.nhle.com/mugs/nhl/20162017/NYI/8470187.png
2016-2017,Johnny Oduya,CHI,D,155.0,46.0,,119.0,93.0,146.0,201.0,138.0,89.0,200.0,88.0,178.0,,110.0,Second Pair,52,950.18333333333,2,3,34,1981-10-01,SWE,SWE,72,191,2001,7,25,221,8469665.0,https://assets.nhle.com/mugs/nhl/20162017/CHI/8469665.png
2016-2017,Johnny Oduya,DAL,D,155.0,46.0,,119.0,93.0,146.0,201.0,138.0,89.0,200.0,88.0,178.0,,110.0,Second Pair,52,950.18333333333,2,3,34,1981-10-01,SWE,SWE,72,191,2001,7,25,221,8469665.0,https://assets.nhle.com/mugs/nhl/20162017/DAL/8469665.png
2016-2017,Jon Merrill,NJD,D,219.0,30.0,,97.0,207.0,16.0,207.0,191.0,219.0,133.0,173.0,153.0,,199.0,Second Pair,51,946.88333333333,1,1,24,1992-02-03,USA,USA,75,204,2010,2,8,38,8475750.0,https://assets.nhle.com/mugs/nhl/20162017/NJD/8475750.png
2016-2017,Jonas Brodin,MIN,D,184.0,14.0,59.0,61.0,181.0,8.0,172.0,187.0,105.0,181.0,62.0,219.0,,109.0,Second Pair,68,1330.6333333333,3,8,23,1993-07-12,SWE,SWE,74,196,2011,1,10,10,8476463.0,https://assets.nhle.com/mugs/nhl/20162017/MIN/8476463.png
2016-2017,Jonathan Ericsson,DET,D,167.0,213.0,,156.0,164.0,127.0,186.0,159.0,106.0,161.0,202.0,70.0,,211.0,Second Pair,51,980.25,1,4,32,1984-03-02,SWE,SWE,76,218,2002,9,31,291,8470318.0,https://assets.nhle.com/mugs/nhl/20162017/DET/8470318.png
2016-2017,Jordie Benn,MTL,D,78.0,120.0,98.0,49.0,17.0,178.0,178.0,116.0,57.0,122.0,72.0,117.0,,114.0,Second Pair,71,1298.3333333333,4,7,29,1987-07-26,CAN,CAN,74,201,-,-,-,-,8474818.0,https://assets.nhle.com/mugs/nhl/20162017/MTL/8474818.png
2016-2017,Jordie Benn,DAL,D,78.0,120.0,98.0,49.0,17.0,178.0,178.0,116.0,57.0,122.0,72.0,117.0,,114.0,Second Pair,71,1298.3333333333,4,7,29,1987-07-26,CAN,CAN,74,201,-,-,-,-,8474818.0,https://assets.nhle.com/mugs/nhl/20162017/DAL/8474818.png
2016-2017,Josh Gorges,BUF,D,221.0,50.0,,43.0,205.0,112.0,220.0,201.0,208.0,213.0,194.0,44.0,,167.0,Second Pair,66,1218.1833333333,1,3,32,1984-08-14,CAN,CAN,73,204,-,-,-,-,8470324.0,https://assets.nhle.com/mugs/nhl/20162017/BUF/8470324.png
2016-2017,Josh Manson,ANA,D,74.0,110.0,,137.0,10.0,15.0,151.0,78.0,148.0,174.0,164.0,30.0,,177.0,Second Pair,82,1527.3166666667,5,4,24,1991-10-07,USA,CAN,75,218,2011,6,9,160,8476312.0,https://assets.nhle.com/mugs/nhl/20162017/ANA/8476312.png
2016-2017,Josh Morrissey,WPG,D,129.0,61.0,,87.0,154.0,145.0,169.0,81.0,68.0,90.0,145.0,82.0,,113.0,Second Pair,82,1597.0666666667,6,9,21,1995-03-28,CAN,CAN,72,185,2013,1,13,13,8477504.0,https://assets.nhle.com/mugs/nhl/20162017/WPG/8477504.png
2016-2017,Justin Braun,SJS,D,146.0,13.0,,120.0,138.0,17.0,112.0,137.0,149.0,159.0,143.0,101.0,,89.0,Second Pair,81,1626.4833333333,4,4,29,1987-02-10,USA,USA,74,205,2007,7,20,201,8474027.0,https://assets.nhle.com/mugs/nhl/20162017/SJS/8474027.png
2016-2017,Justin Falk,BUF,D,213.0,182.0,,,175.0,88.0,199.0,222.0,159.0,109.0,212.0,21.0,,220.0,Third Pair,52,712.3,0,2,27,1988-10-11,CAN,CAN,77,223,2007,4,19,110,8473992.0,https://assets.nhle.com/mugs/nhl/20162017/BUF/8473992.png
2016-2017,Justin Faulk,CAR,D,12.0,102.0,8.0,,18.0,135.0,14.0,4.0,70.0,76.0,56.0,99.0,,13.0,First Pair,75,1735.55,17,11,24,1992-03-20,USA,USA,72,214,2010,2,7,37,8475753.0,https://assets.nhle.com/mugs/nhl/20162017/CAR/8475753.png
2016-2017,Justin Schultz,PIT,D,27.0,96.0,29.0,,13.0,128.0,76.0,29.0,92.0,55.0,103.0,169.0,,43.0,Second Pair,78,1594.9833333333,12,15,26,1990-07-06,CAN,CAN,74,190,2008,2,13,43,8474602.0,https://assets.nhle.com/mugs/nhl/20162017/PIT/8474602.png
2016-2017,Jyrki Jokipakka,CGY,D,196.0,195.0,,,166.0,166.0,200.0,164.0,150.0,87.0,49.0,139.0,,209.0,Third Pair,41,591.36666666667,1,1,25,1991-08-20,FIN,FIN,75,215,2011,7,14,195,8476279.0,https://assets.nhle.com/mugs/nhl/20162017/CGY/8476279.png
2016-2017,Jyrki Jokipakka,OTT,D,196.0,195.0,,,166.0,166.0,200.0,164.0,150.0,87.0,49.0,139.0,,209.0,Third Pair,41,591.36666666667,1,1,25,1991-08-20,FIN,FIN,75,215,2011,7,14,195,8476279.0,https://assets.nhle.com/mugs/nhl/20162017/OTT/8476279.png
2016-2017,Karl Alzner,WSH,D,183.0,25.0,,15.0,140.0,76.0,188.0,160.0,176.0,184.0,116.0,115.0,,97.0,Second Pair,82,1622.85,3,5,27,1988-09-24,CAN,CAN,75,213,2007,1,5,5,8473991.0,https://assets.nhle.com/mugs/nhl/20162017/WSH/8473991.png
2016-2017,Keith Yandle,FLA,D,58.0,207.0,19.0,111.0,99.0,151.0,55.0,132.0,37.0,16.0,91.0,212.0,,45.0,First Pair,82,1807.2666666667,5,19,29,1986-09-09,USA,USA,73,192,2005,4,14,105,8471735.0,https://assets.nhle.com/mugs/nhl/20162017/FLA/8471735.png
2016-2017,Kevan Miller,BOS,D,121.0,33.0,,13.0,86.0,20.0,184.0,68.0,115.0,50.0,127.0,34.0,,147.0,Third Pair,58,1032.1166666667,3,4,28,1987-11-15,USA,USA,74,210,-,-,-,-,8476191.0,https://assets.nhle.com/mugs/nhl/20162017/BOS/8476191.png
2016-2017,Kevin Bieksa,ANA,D,161.0,187.0,66.0,159.0,126.0,189.0,123.0,153.0,200.0,83.0,139.0,37.0,,129.0,Second Pair,81,1518.8333333333,3,2,35,1981-06-16,CAN,CAN,73,197,2001,5,20,151,8469598.0,https://assets.nhle.com/mugs/nhl/20162017/ANA/8469598.png
2016-2017,Kevin Gravel,LAK,D,137.0,9.0,97.0,,120.0,5.0,89.0,216.0,101.0,1.0,2.0,54.0,,188.0,Third Pair,49,693.36666666667,1,3,24,1992-03-06,USA,USA,76,205,2010,5,28,148,8475857.0,https://assets.nhle.com/mugs/nhl/20162017/LAK/8475857.png
2016-2017,Kevin Klein,NYR,D,104.0,63.0,,11.0,53.0,179.0,180.0,54.0,169.0,102.0,66.0,38.0,,79.0,Third Pair,60,1058.1666666667,3,6,31,1984-12-13,CAN,CAN,73,206,2003,2,7,37,8470630.0,https://assets.nhle.com/mugs/nhl/20162017/NYR/8470630.png
2016-2017,Kevin Shattenkirk,STL,D,29.0,18.0,7.0,,116.0,10.0,32.0,34.0,28.0,23.0,159.0,122.0,,11.0,Second Pair,80,1595.25,13,21,27,1989-01-29,USA,USA,72,212,2007,1,14,14,8474031.0,https://assets.nhle.com/mugs/nhl/20162017/STL/8474031.png
2016-2017,Kevin Shattenkirk,WSH,D,29.0,18.0,7.0,,116.0,10.0,32.0,34.0,28.0,23.0,159.0,122.0,,11.0,Second Pair,80,1595.25,13,21,27,1989-01-29,USA,USA,72,212,2007,1,14,14,8474031.0,https://assets.nhle.com/mugs/nhl/20162017/WSH/8474031.png
2016-2017,Klas Dahlbeck,CAR,D,204.0,185.0,,,216.0,206.0,146.0,92.0,131.0,27.0,216.0,20.0,,212.0,Third Pair,43,597.2,2,2,25,1991-07-06,SWE,SWE,75,207,2011,3,18,79,8476403.0,https://assets.nhle.com/mugs/nhl/20162017/CAR/8476403.png
2016-2017,Korbinian Holzer,ANA,D,191.0,138.0,,8.0,208.0,149.0,218.0,95.0,63.0,74.0,191.0,11.0,,208.0,Third Pair,32,432.41666666667,2,2,28,1988-02-16,DEU,DEU,75,213,2006,4,18,111,8473560.0,https://assets.nhle.com/mugs/nhl/20162017/ANA/8473560.png
2016-2017,Kris Letang,PIT,D,6.0,83.0,14.0,140.0,2.0,95.0,5.0,35.0,108.0,54.0,55.0,103.0,,3.0,First Pair,41,1046.2333333333,5,9,29,1987-04-24,CAN,CAN,72,201,2005,3,1,62,8471724.0,https://assets.nhle.com/mugs/nhl/20162017/PIT/8471724.png
2016-2017,Kris Russell,EDM,D,199.0,4.0,,52.0,129.0,176.0,189.0,192.0,198.0,135.0,12.0,170.0,,49.0,Second Pair,68,1442.75,1,2,29,1987-05-02,CAN,CAN,70,170,2005,3,6,67,8471729.0,https://assets.nhle.com/mugs/nhl/20162017/EDM/8471729.png
2016-2017,Kyle Quincey,CBJ,D,151.0,128.0,,68.0,159.0,102.0,134.0,51.0,185.0,152.0,184.0,102.0,,133.0,Third Pair,73,1306.25,6,5,31,1985-08-12,CAN,CAN,74,210,2003,4,31,132,8470724.0,https://assets.nhle.com/mugs/nhl/20162017/CBJ/8470724.png
2016-2017,Kyle Quincey,NJD,D,151.0,128.0,,68.0,159.0,102.0,134.0,51.0,185.0,152.0,184.0,102.0,,133.0,Third Pair,73,1306.25,6,5,31,1985-08-12,CAN,CAN,74,210,2003,4,31,132,8470724.0,https://assets.nhle.com/mugs/nhl/20162017/NJD/8470724.png
2016-2017,Luca Sbisa,VAN,D,216.0,118.0,,127.0,206.0,165.0,190.0,168.0,199.0,123.0,112.0,63.0,,166.0,Second Pair,82,1555.7666666667,2,4,26,1990-01-30,ITA,CHE,74,206,2008,1,19,19,8474579.0,https://assets.nhle.com/mugs/nhl/20162017/VAN/8474579.png
2016-2017,Luke Schenn,ARI,D,171.0,179.0,,107.0,176.0,198.0,88.0,165.0,155.0,206.0,163.0,4.0,,136.0,Second Pair,78,1407.8166666667,1,2,26,1989-11-02,CAN,CAN,74,225,2008,1,5,5,8474568.0,https://assets.nhle.com/mugs/nhl/20162017/ARI/8474568.png
2016-2017,Luke Witkowski,TBL,D,154.0,129.0,,,34.0,111.0,128.0,193.0,167.0,160.0,223.0,2.0,,222.0,Fringe,34,335.6,0,0,26,1990-04-14,USA,USA,74,210,2008,6,9,160,,
2016-2017,Marc Methot,OTT,D,186.0,180.0,,113.0,111.0,113.0,191.0,196.0,194.0,120.0,106.0,45.0,,172.0,Second Pair,68,1347.75,0,5,31,1985-06-21,CAN,CAN,76,230,2003,6,1,168,8470760.0,https://assets.nhle.com/mugs/nhl/20162017/OTT/8470760.png
2016-2017,Marc Staal,NYR,D,176.0,172.0,,109.0,130.0,172.0,185.0,125.0,184.0,196.0,146.0,132.0,,164.0,Second Pair,72,1380.7,3,4,29,1987-01-13,CAN,CAN,76,208,2005,1,12,12,8471686.0,https://assets.nhle.com/mugs/nhl/20162017/NYR/8471686.png
2016-2017,Marc-Edouard Vlasic,SJS,D,48.0,19.0,68.0,136.0,114.0,19.0,47.0,39.0,41.0,173.0,35.0,215.0,,36.0,Second Pair,75,1592.5833333333,6,14,29,1987-03-30,CAN,CAN,73,205,2005,2,5,35,8471709.0,https://assets.nhle.com/mugs/nhl/20162017/SJS/8471709.png
2016-2017,Marco Scandella,MIN,D,101.0,68.0,,62.0,149.0,66.0,70.0,62.0,102.0,179.0,73.0,167.0,,108.0,Second Pair,71,1302.0333333333,4,4,26,1990-02-23,CAN,CAN,75,212,2008,2,25,55,8474618.0,https://assets.nhle.com/mugs/nhl/20162017/MIN/8474618.png
2016-2017,Mark Barberio,COL,D,66.0,133.0,103.0,,58.0,63.0,81.0,114.0,50.0,45.0,83.0,209.0,,165.0,Second Pair,60,1095.6666666667,2,6,26,1990-03-23,CAN,CAN,73,200,2008,6,1,152,8474717.0,https://assets.nhle.com/mugs/nhl/20162017/COL/8474717.png
2016-2017,Mark Barberio,MTL,D,66.0,133.0,103.0,,58.0,63.0,81.0,114.0,50.0,45.0,83.0,209.0,,165.0,Second Pair,60,1095.6666666667,2,6,26,1990-03-23,CAN,CAN,73,200,2008,6,1,152,8474717.0,https://assets.nhle.com/mugs/nhl/20162017/MTL/8474717.png
2016-2017,Mark Borowiecki,OTT,D,214.0,57.0,,,165.0,118.0,208.0,202.0,210.0,175.0,203.0,1.0,,215.0,Third Pair,70,980.75,1,2,27,1989-07-12,CAN,CAN,74,204,2008,5,18,139,8474697.0,https://assets.nhle.com/mugs/nhl/20162017/OTT/8474697.png
2016-2017,Mark Giordano,CGY,D,52.0,8.0,30.0,85.0,80.0,43.0,60.0,71.0,58.0,117.0,94.0,166.0,,8.0,First Pair,81,1910.1666666667,12,12,32,1983-10-03,CAN,CAN,72,205,-,-,-,-,8470966.0,https://assets.nhle.com/mugs/nhl/20162017/CGY/8470966.png
2016-2017,Mark Pysyk,FLA,D,178.0,56.0,,72.0,171.0,34.0,166.0,124.0,189.0,131.0,133.0,165.0,,189.0,Second Pair,82,1521.9833333333,4,3,24,1992-01-11,CAN,CAN,73,198,2010,1,23,23,8475796.0,https://assets.nhle.com/mugs/nhl/20162017/FLA/8475796.png
2016-2017,Mark Streit,PHI,D,90.0,122.0,54.0,,46.0,141.0,107.0,70.0,186.0,63.0,85.0,189.0,,60.0,Second Pair,68,1273.1,6,6,38,1977-12-11,CHE,CHE,71,186,2004,9,4,262,8468309.0,https://assets.nhle.com/mugs/nhl/20162017/PHI/8468309.png
2016-2017,Mark Streit,PIT,D,90.0,122.0,54.0,,46.0,141.0,107.0,70.0,186.0,63.0,85.0,189.0,,60.0,Second Pair,68,1273.1,6,6,38,1977-12-11,CHE,CHE,71,186,2004,9,4,262,8468309.0,https://assets.nhle.com/mugs/nhl/20162017/PIT/8468309.png
2016-2017,Mark Stuart,WPG,D,208.0,35.0,,148.0,167.0,129.0,198.0,103.0,213.0,61.0,206.0,15.0,,181.0,Fringe,42,523.08333333333,2,1,32,1984-04-27,USA,USA,74,215,2003,1,21,21,8470614.0,https://assets.nhle.com/mugs/nhl/20162017/WPG/8470614.png
2016-2017,Markus Nutivaara,CBJ,D,172.0,214.0,,,141.0,197.0,104.0,122.0,221.0,9.0,52.0,179.0,,219.0,Third Pair,66,872.03333333333,2,1,22,1994-06-06,FIN,FIN,73,187,2015,7,8,189,8478906.0,https://assets.nhle.com/mugs/nhl/20162017/CBJ/8478906.png
2016-2017,Martin Marincin,TOR,D,96.0,201.0,,96.0,12.0,164.0,162.0,147.0,195.0,86.0,168.0,144.0,,183.0,Second Pair,25,451.18333333333,1,2,24,1992-02-18,SVK,SVK,77,217,2010,2,16,46,8475716.0,https://assets.nhle.com/mugs/nhl/20162017/TOR/8475716.png
2016-2017,Mathew Dumba,MIN,D,125.0,152.0,16.0,,162.0,60.0,121.0,59.0,132.0,43.0,80.0,113.0,,74.0,Second Pair,76,1544.7666666667,11,10,22,1994-07-25,CAN,CAN,72,181,2012,1,7,7,8476856.0,https://assets.nhle.com/mugs/nhl/20162017/MIN/8476856.png
2016-2017,Matt Greene,LAK,D,220.0,144.0,,22.0,212.0,30.0,213.0,112.0,222.0,10.0,219.0,5.0,,221.0,Third Pair,26,342.73333333333,1,0,33,1983-05-13,USA,USA,75,236,2002,2,14,44,8470121.0,https://assets.nhle.com/mugs/nhl/20162017/LAK/8470121.png
2016-2017,Matt Hunwick,TOR,D,77.0,171.0,,64.0,51.0,138.0,126.0,171.0,52.0,157.0,98.0,91.0,,139.0,Third Pair,72,1294.45,1,9,31,1985-05-21,USA,USA,71,194,2004,7,31,224,8471436.0,https://assets.nhle.com/mugs/nhl/20162017/TOR/8471436.png
2016-2017,Matt Irwin,NSH,D,153.0,12.0,,69.0,199.0,38.0,46.0,108.0,164.0,35.0,96.0,71.0,,126.0,Third Pair,74,1203.8,3,4,28,1987-11-29,CAN,CAN,74,200,-,-,-,-,8475625.0,https://assets.nhle.com/mugs/nhl/20162017/NSH/8475625.png
2016-2017,Matt Niskanen,WSH,D,38.0,87.0,27.0,46.0,96.0,22.0,29.0,109.0,26.0,163.0,154.0,74.0,,52.0,First Pair,78,1728.6666666667,5,17,29,1986-12-06,USA,USA,73,203,2005,1,28,28,8471702.0,https://assets.nhle.com/mugs/nhl/20162017/WSH/8471702.png
2016-2017,Matt Tennyson,CAR,D,120.0,190.0,,,92.0,208.0,139.0,212.0,48.0,8.0,58.0,60.0,,207.0,Third Pair,45,597.9,0,5,26,1990-04-23,USA,USA,74,205,-,-,-,-,8476807.0,https://assets.nhle.com/mugs/nhl/20162017/CAR/8476807.png
2016-2017,Matthew Benning,EDM,D,112.0,205.0,,,106.0,107.0,132.0,141.0,84.0,48.0,38.0,58.0,,170.0,Third Pair,62,1029.8166666667,3,6,22,1994-05-25,CAN,CAN,73,203,2012,6,24,175,,
2016-2017,Mattias Ekholm,NSH,D,94.0,29.0,94.0,76.0,79.0,4.0,136.0,107.0,104.0,170.0,124.0,180.0,,87.0,First Pair,82,1923.5833333333,3,6,26,1990-05-24,SWE,SWE,76,215,2009,4,11,102,8475218.0,https://assets.nhle.com/mugs/nhl/20162017/NSH/8475218.png
2016-2017,Michael Del Zotto,PHI,D,30.0,60.0,100.0,31.0,83.0,105.0,39.0,12.0,54.0,121.0,17.0,12.0,,57.0,Second Pair,51,994.7,6,7,26,1990-06-24,CAN,CAN,72,195,2008,1,20,20,8474584.0,https://assets.nhle.com/mugs/nhl/20162017/PHI/8474584.png
2016-2017,Michael Matheson,FLA,D,91.0,125.0,,65.0,201.0,170.0,10.0,30.0,179.0,203.0,71.0,183.0,,77.0,Second Pair,81,1705.8833333333,7,7,22,1994-02-27,CAN,CAN,74,193,2012,1,23,23,,
2016-2017,Michael Stone,ARI,D,136.0,74.0,56.0,24.0,187.0,201.0,86.0,118.0,66.0,211.0,197.0,47.0,,58.0,Second Pair,64,1268.3166666667,3,6,26,1990-06-07,CAN,CAN,75,210,2008,3,8,69,8474628.0,https://assets.nhle.com/mugs/nhl/20162017/ARI/8474628.png
2016-2017,Michael Stone,CGY,D,136.0,74.0,56.0,24.0,187.0,201.0,86.0,118.0,66.0,211.0,197.0,47.0,,58.0,Second Pair,64,1268.3166666667,3,6,26,1990-06-07,CAN,CAN,75,210,2008,3,8,69,8474628.0,https://assets.nhle.com/mugs/nhl/20162017/CGY/8474628.png
2016-2017,Michal Kempny,CHI,D,53.0,78.0,,,29.0,82.0,27.0,91.0,162.0,82.0,205.0,69.0,,171.0,Third Pair,50,748.3,2,2,25,1990-09-08,CZE,CZE,73,192,-,-,-,-,8479482.0,https://assets.nhle.com/mugs/nhl/20162017/CHI/8479482.png
2016-2017,Mike Green,DET,D,70.0,106.0,38.0,,139.0,64.0,95.0,18.0,77.0,21.0,99.0,136.0,,48.0,First Pair,72,1696.05,14,14,30,1985-10-12,CAN,CAN,73,210,2004,1,29,29,8471242.0,https://assets.nhle.com/mugs/nhl/20162017/DET/8471242.png
