Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,plm_rank,zon_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,First Assists,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Round Pick,Overall Draft Position,Player ID,Headshot URL
2011-2012,Grant Clitsome,CBJ,D,142.0,185.0,38.0,93.0,196.0,98.0,94.0,39.0,150.0,26.0,205.0,58.0,,87.0,Third Pair,63,1071.2,4,5,26,1985-04-14,CAN,CAN,71,211,2004,9,13,271,8471482,https://assets.nhle.com/mugs/nhl/20112012/CBJ/8471482.png
2011-2012,Grant Clitsome,WPG,D,142.0,185.0,38.0,93.0,196.0,98.0,94.0,39.0,150.0,26.0,205.0,58.0,,87.0,Third Pair,63,1071.2,4,5,26,1985-04-14,CAN,CAN,71,211,2004,9,13,271,8471482,https://assets.nhle.com/mugs/nhl/20112012/WPG/8471482.png
2011-2012,Greg Zanon,BOS,D,228.0,3.0,,22.0,215.0,53.0,210.0,139.0,225.0,217.0,154.0,46.0,,120.0,Third Pair,56,996.65,3,0,31,1980-06-05,CAN,CAN,71,201,2000,5,26,156,8468636,https://assets.nhle.com/mugs/nhl/20112012/BOS/8468636.png
2011-2012,Greg Zanon,MIN,D,228.0,3.0,,22.0,215.0,53.0,210.0,139.0,225.0,217.0,154.0,46.0,,120.0,Third Pair,56,996.65,3,0,31,1980-06-05,CAN,CAN,71,201,2000,5,26,156,8468636,https://assets.nhle.com/mugs/nhl/20112012/MIN/8468636.png
2011-2012,Hal Gill,MTL,D,216.0,103.0,,34.0,203.0,111.0,204.0,216.0,184.0,167.0,174.0,138.0,,154.0,Third Pair,76,1302.35,1,3,36,1975-04-06,USA,USA,79,243,1993,8,25,207,8459628,https://assets.nhle.com/mugs/nhl/20112012/MTL/8459628.png
2011-2012,Hal Gill,NSH,D,216.0,103.0,,34.0,203.0,111.0,204.0,216.0,184.0,167.0,174.0,138.0,,154.0,Third Pair,76,1302.35,1,3,36,1975-04-06,USA,USA,79,243,1993,8,25,207,8459628,https://assets.nhle.com/mugs/nhl/20112012/NSH/8459628.png
2011-2012,Henrik Tallinder,NJD,D,171.0,112.0,,21.0,179.0,18.0,144.0,182.0,111.0,176.0,150.0,188.0,,189.0,Second Pair,39,831.06666666667,0,5,32,1979-01-10,SWE,SWE,76,209,1997,2,22,48,8466182,https://assets.nhle.com/mugs/nhl/20112012/NJD/8466182.png
2011-2012,Ian Cole,STL,D,149.0,61.0,,,27.0,55.0,190.0,91.0,220.0,35.0,181.0,132.0,,192.0,Third Pair,26,413.66666666667,1,0,22,1989-02-21,USA,USA,73,225,2007,1,18,18,8474013,https://assets.nhle.com/mugs/nhl/20112012/STL/8474013.png
2011-2012,Ian White,DET,D,20.0,51.0,50.0,159.0,31.0,47.0,19.0,30.0,65.0,66.0,104.0,197.0,,38.0,First Pair,77,1769.6333333333,7,10,27,1984-06-04,CAN,CAN,70,191,2002,6,25,191,8470273,https://assets.nhle.com/mugs/nhl/20112012/DET/8470273.png
2011-2012,Jack Hillen,NSH,D,72.0,139.0,,74.0,117.0,219.0,70.0,59.0,47.0,98.0,129.0,151.0,,151.0,Third Pair,55,773.48333333333,2,2,25,1986-01-24,USA,USA,70,190,-,-,-,-,8474519,https://assets.nhle.com/mugs/nhl/20112012/NSH/8474519.png
2011-2012,Jack Johnson,CBJ,D,97.0,176.0,72.0,71.0,163.0,175.0,53.0,42.0,122.0,132.0,122.0,137.0,,26.0,First Pair,82,1948.5833333333,12,13,24,1987-01-13,USA,USA,73,227,2005,1,3,3,8471677,https://assets.nhle.com/mugs/nhl/20112012/CBJ/8471677.png
2011-2012,Jack Johnson,LAK,D,97.0,176.0,72.0,71.0,163.0,175.0,53.0,42.0,122.0,132.0,122.0,137.0,,26.0,First Pair,82,1948.5833333333,12,13,24,1987-01-13,USA,USA,73,227,2005,1,3,3,8471677,https://assets.nhle.com/mugs/nhl/20112012/LAK/8471677.png
2011-2012,Jake Gardiner,TOR,D,44.0,231.0,109.0,51.0,32.0,221.0,166.0,38.0,33.0,64.0,22.0,203.0,,98.0,Second Pair,75,1618.85,7,13,21,1990-07-04,USA,USA,74,203,2008,1,17,17,8474581,https://assets.nhle.com/mugs/nhl/20112012/TOR/8474581.png
2011-2012,Jakub Kindl,DET,D,51.0,133.0,,,91.0,51.0,24.0,115.0,63.0,12.0,162.0,90.0,,201.0,Third Pair,55,772.95,1,7,24,1987-02-10,CZE,CZE,75,199,2005,1,19,19,8471693,https://assets.nhle.com/mugs/nhl/20112012/DET/8471693.png
2011-2012,James Wisniewski,CBJ,D,86.0,200.0,33.0,83.0,125.0,209.0,88.0,126.0,55.0,195.0,65.0,143.0,,11.0,First Pair,48,1190.2833333333,6,10,27,1984-02-21,USA,USA,71,203,2002,5,25,156,8470222,https://assets.nhle.com/mugs/nhl/20112012/CBJ/8470222.png
2011-2012,Jamie McBain,CAR,D,40.0,201.0,53.0,,7.0,228.0,110.0,89.0,57.0,88.0,28.0,230.0,,64.0,Second Pair,76,1503.7666666667,8,11,23,1988-02-25,USA,USA,73,195,2006,2,33,63,8473571,https://assets.nhle.com/mugs/nhl/20112012/CAR/8473571.png
2011-2012,Jan Hejda,COL,D,174.0,89.0,,26.0,194.0,123.0,145.0,94.0,164.0,221.0,64.0,78.0,,115.0,Second Pair,81,1675.3,5,6,33,1978-06-18,CZE,CZE,76,230,2003,4,5,106,8470699,https://assets.nhle.com/mugs/nhl/20112012/COL/8470699.png
2011-2012,Jared Cowen,OTT,D,187.0,208.0,,130.0,119.0,130.0,217.0,122.0,174.0,61.0,149.0,7.0,,206.0,Second Pair,82,1549.2,5,3,20,1991-01-25,CAN,CAN,77,238,2009,1,9,9,8475174,https://assets.nhle.com/mugs/nhl/20112012/OTT/8475174.png
2011-2012,Jared Spurgeon,MIN,D,202.0,90.0,57.0,45.0,220.0,58.0,186.0,188.0,110.0,170.0,3.0,200.0,,136.0,Second Pair,70,1511.95,3,10,21,1989-11-29,CAN,CAN,69,166,2008,6,5,156,8474716,https://assets.nhle.com/mugs/nhl/20112012/MIN/8474716.png
2011-2012,Jaroslav Spacek,CAR,D,53.0,125.0,52.0,,21.0,200.0,148.0,111.0,25.0,45.0,37.0,163.0,,107.0,Third Pair,46,739.85,5,7,37,1974-02-11,CZE,CZE,72,210,1998,5,3,117,8467439,https://assets.nhle.com/mugs/nhl/20112012/CAR/8467439.png
2011-2012,Jaroslav Spacek,MTL,D,53.0,125.0,52.0,,21.0,200.0,148.0,111.0,25.0,45.0,37.0,163.0,,107.0,Third Pair,46,739.85,5,7,37,1974-02-11,CZE,CZE,72,210,1998,5,3,117,8467439,https://assets.nhle.com/mugs/nhl/20112012/MTL/8467439.png
2011-2012,Jason Demers,SJS,D,69.0,145.0,25.0,,24.0,81.0,109.0,108.0,58.0,75.0,17.0,131.0,,138.0,Third Pair,57,960.08333333333,4,1,23,1988-06-09,CAN,CAN,73,195,2008,7,5,186,8474218,https://assets.nhle.com/mugs/nhl/20112012/SJS/8474218.png
2011-2012,Jason Garrison,FLA,D,112.0,46.0,48.0,105.0,168.0,37.0,72.0,54.0,146.0,110.0,127.0,108.0,,47.0,First Pair,77,1824.8333333333,16,8,26,1984-11-13,CAN,CAN,73,218,-,-,-,-,8474520,https://assets.nhle.com/mugs/nhl/20112012/FLA/8474520.png
2011-2012,Jay Bouwmeester,CGY,D,181.0,192.0,83.0,129.0,183.0,79.0,175.0,149.0,139.0,171.0,96.0,195.0,,82.0,First Pair,82,2128.5166666667,5,13,27,1983-09-27,CAN,CAN,76,206,2002,1,3,3,8470151,https://assets.nhle.com/mugs/nhl/20112012/CGY/8470151.png
2011-2012,Jay Harrison,CAR,D,52.0,155.0,3.0,131.0,57.0,208.0,83.0,21.0,82.0,193.0,184.0,57.0,,84.0,Second Pair,72,1479.0166666667,9,8,28,1982-11-03,CAN,CAN,76,188,2001,3,19,82,8469531,https://assets.nhle.com/mugs/nhl/20112012/CAR/8469531.png
2011-2012,Jeff Petry,EDM,D,108.0,190.0,81.0,117.0,133.0,159.0,87.0,165.0,101.0,174.0,54.0,106.0,,95.0,Second Pair,73,1588.5166666667,2,15,23,1987-12-09,USA,USA,75,209,2006,2,15,45,8473507,https://assets.nhle.com/mugs/nhl/20112012/EDM/8473507.png
2011-2012,Jeff Schultz,WSH,D,204.0,161.0,,144.0,128.0,120.0,231.0,200.0,193.0,91.0,137.0,161.0,,215.0,Third Pair,54,825.75,1,3,25,1986-02-25,CAN,CAN,78,225,2004,1,27,27,8471240,https://assets.nhle.com/mugs/nhl/20112012/WSH/8471240.png
2011-2012,Jeff Woywitka,NYR,D,116.0,29.0,,,139.0,23.0,142.0,114.0,80.0,13.0,171.0,146.0,,202.0,Fringe,27,281.08333333333,1,2,28,1983-09-01,CAN,CAN,75,227,2001,1,27,27,8469480,https://assets.nhle.com/mugs/nhl/20112012/NYR/8469480.png
2011-2012,Jim Vandermeer,SJS,D,123.0,157.0,,,173.0,52.0,75.0,40.0,128.0,52.0,218.0,82.0,,220.0,Fringe,25,260.36666666667,1,0,31,1980-02-21,CAN,CAN,73,210,-,-,-,-,8468213,https://assets.nhle.com/mugs/nhl/20112012/SJS/8468213.png
2011-2012,Joe Corvo,BOS,D,22.0,203.0,35.0,,20.0,162.0,18.0,83.0,51.0,83.0,15.0,220.0,,51.0,Second Pair,75,1410.7333333333,4,13,34,1977-06-20,USA,USA,72,204,1997,4,3,83,8466215,https://assets.nhle.com/mugs/nhl/20112012/BOS/8466215.png
2011-2012,John Carlson,WSH,D,63.0,96.0,61.0,94.0,151.0,102.0,36.0,45.0,44.0,183.0,48.0,174.0,,34.0,Second Pair,82,1792.3833333333,9,9,21,1990-01-10,USA,USA,75,215,2008,1,27,27,8474590,https://assets.nhle.com/mugs/nhl/20112012/WSH/8474590.png
2011-2012,John Erskine,WSH,D,161.0,50.0,,,124.0,73.0,116.0,184.0,205.0,34.0,232.0,22.0,,214.0,Fringe,28,338.75,0,1,31,1980-06-26,CAN,CAN,76,220,1998,2,12,39,8467365,https://assets.nhle.com/mugs/nhl/20112012/WSH/8467365.png
2011-2012,John Moore,CBJ,D,206.0,181.0,,174.0,232.0,169.0,86.0,128.0,182.0,145.0,58.0,170.0,,210.0,Third Pair,67,1060.05,2,2,20,1990-11-19,USA,USA,75,207,2009,1,21,21,8475186,https://assets.nhle.com/mugs/nhl/20112012/CBJ/8475186.png
2011-2012,John-Michael Liles,TOR,D,90.0,70.0,31.0,,109.0,160.0,73.0,88.0,76.0,69.0,12.0,173.0,,25.0,Second Pair,66,1409.0333333333,7,10,30,1980-11-25,USA,USA,70,185,2000,5,29,159,8468639,https://assets.nhle.com/mugs/nhl/20112012/TOR/8468639.png
2011-2012,Johnny Boychuk,BOS,D,7.0,31.0,,55.0,17.0,27.0,3.0,43.0,43.0,113.0,59.0,70.0,,60.0,Second Pair,77,1587.2833333333,5,7,27,1984-01-19,CAN,CAN,74,227,2002,2,31,61,8470187,https://assets.nhle.com/mugs/nhl/20112012/BOS/8470187.png
2011-2012,Johnny Oduya,CHI,D,158.0,75.0,123.0,72.0,159.0,128.0,147.0,164.0,112.0,124.0,36.0,181.0,,126.0,Second Pair,81,1657.3333333333,3,8,29,1981-10-01,SWE,SWE,72,191,2001,7,25,221,8469665,https://assets.nhle.com/mugs/nhl/20112012/CHI/8469665.png
2011-2012,Johnny Oduya,WPG,D,158.0,75.0,123.0,72.0,159.0,128.0,147.0,164.0,112.0,124.0,36.0,181.0,,126.0,Second Pair,81,1657.3333333333,3,8,29,1981-10-01,SWE,SWE,72,191,2001,7,25,221,8469665,https://assets.nhle.com/mugs/nhl/20112012/WPG/8469665.png
2011-2012,Jonathan Ericsson,DET,D,102.0,220.0,,68.0,58.0,39.0,124.0,168.0,117.0,28.0,216.0,67.0,,219.0,Third Pair,69,1179.2666666667,1,5,27,1984-03-02,SWE,SWE,76,218,2002,9,31,291,8470318,https://assets.nhle.com/mugs/nhl/20112012/DET/8470318.png
2011-2012,Jonathon Blum,NSH,D,205.0,110.0,124.0,107.0,227.0,214.0,220.0,7.0,215.0,201.0,39.0,207.0,,111.0,Third Pair,33,591.96666666667,3,1,22,1989-01-30,USA,USA,73,188,2007,1,23,23,8474164,https://assets.nhle.com/mugs/nhl/20112012/NSH/8474164.png
2011-2012,Joni Pitkanen,CAR,D,14.0,217.0,49.0,90.0,38.0,229.0,41.0,19.0,13.0,70.0,202.0,164.0,,14.0,First Pair,30,669.13333333333,5,5,27,1983-09-19,FIN,FIN,75,220,2002,1,4,4,8470137,https://assets.nhle.com/mugs/nhl/20112012/CAR/8470137.png
2011-2012,Jordan Leopold,BUF,D,81.0,167.0,87.0,134.0,107.0,164.0,101.0,3.0,157.0,125.0,86.0,199.0,,52.0,First Pair,79,1767.2833333333,10,7,31,1980-08-03,USA,USA,73,206,1999,2,16,44,8467917,https://assets.nhle.com/mugs/nhl/20112012/BUF/8467917.png
2011-2012,Josh Gorges,MTL,D,211.0,19.0,,7.0,187.0,57.0,229.0,218.0,155.0,180.0,123.0,109.0,,94.0,First Pair,82,1855.7166666667,2,7,27,1984-08-14,CAN,CAN,73,204,-,-,-,-,8470324,https://assets.nhle.com/mugs/nhl/20112012/MTL/8470324.png
2011-2012,Justin Braun,SJS,D,29.0,40.0,1.0,109.0,40.0,3.0,14.0,194.0,15.0,187.0,57.0,167.0,,128.0,Third Pair,66,1092.0833333333,2,5,24,1987-02-10,USA,USA,74,205,2007,7,20,201,8474027,https://assets.nhle.com/mugs/nhl/20112012/SJS/8474027.png
2011-2012,Justin Falk,MIN,D,223.0,213.0,,30.0,231.0,224.0,161.0,229.0,141.0,211.0,106.0,64.0,,153.0,Second Pair,47,916.15,1,3,22,1988-10-11,CAN,CAN,77,223,2007,4,19,110,8473992,https://assets.nhle.com/mugs/nhl/20112012/MIN/8473992.png
2011-2012,Justin Faulk,CAR,D,175.0,180.0,40.0,100.0,70.0,215.0,180.0,157.0,216.0,84.0,98.0,72.0,,76.0,First Pair,66,1507.7166666667,8,5,19,1992-03-20,USA,USA,72,214,2010,2,7,37,8475753,https://assets.nhle.com/mugs/nhl/20112012/CAR/8475753.png
2011-2012,Karl Alzner,WSH,D,208.0,80.0,,119.0,182.0,71.0,209.0,204.0,204.0,200.0,99.0,157.0,,170.0,Second Pair,82,1711.6833333333,1,6,22,1988-09-24,CAN,CAN,75,213,2007,1,5,5,8473991,https://assets.nhle.com/mugs/nhl/20112012/WSH/8473991.png
2011-2012,Keaton Ellerby,FLA,D,129.0,21.0,,75.0,116.0,84.0,46.0,213.0,165.0,62.0,80.0,44.0,,159.0,Third Pair,40,615.51666666667,0,1,22,1988-11-05,CAN,CAN,77,220,2007,1,10,10,8474184,https://assets.nhle.com/mugs/nhl/20112012/FLA/8474184.png
2011-2012,Keith Aulie,TBL,D,227.0,229.0,,150.0,192.0,230.0,208.0,195.0,231.0,129.0,220.0,10.0,,223.0,Third Pair,36,483.61666666667,0,0,22,1989-06-11,CAN,CAN,78,222,2007,4,25,116,8474048,https://assets.nhle.com/mugs/nhl/20112012/TBL/8474048.png
2011-2012,Keith Aulie,TOR,D,227.0,229.0,,150.0,192.0,230.0,208.0,195.0,231.0,129.0,220.0,10.0,,223.0,Third Pair,36,483.61666666667,0,0,22,1989-06-11,CAN,CAN,78,222,2007,4,25,116,8474048,https://assets.nhle.com/mugs/nhl/20112012/TOR/8474048.png
2011-2012,Keith Ballard,VAN,D,193.0,156.0,,155.0,141.0,178.0,138.0,120.0,229.0,164.0,73.0,66.0,,173.0,Third Pair,47,731.1,1,0,28,1982-11-26,USA,USA,71,204,2002,1,11,11,8470054,https://assets.nhle.com/mugs/nhl/20112012/VAN/8470054.png
2011-2012,Keith Yandle,PHX,D,5.0,215.0,91.0,,62.0,157.0,9.0,4.0,11.0,31.0,66.0,228.0,,17.0,First Pair,82,1831.7166666667,11,17,24,1986-09-09,USA,USA,73,192,2005,4,14,105,8471735,https://assets.nhle.com/mugs/nhl/20112012/PHX/8471735.png
2011-2012,Kent Huskins,STL,D,130.0,44.0,,,54.0,19.0,207.0,34.0,201.0,47.0,90.0,227.0,,172.0,Third Pair,25,386.7,2,0,32,1979-05-04,CAN,CAN,76,210,1998,6,11,156,8467478,https://assets.nhle.com/mugs/nhl/20112012/STL/8467478.png
2011-2012,Kevin Bieksa,VAN,D,26.0,171.0,100.0,106.0,52.0,105.0,26.0,41.0,40.0,173.0,108.0,79.0,,42.0,First Pair,78,1843.9166666667,8,10,30,1981-06-16,CAN,CAN,73,197,2001,5,20,151,8469598,https://assets.nhle.com/mugs/nhl/20112012/VAN/8469598.png
2011-2012,Kevin Klein,NSH,D,113.0,52.0,,122.0,217.0,129.0,78.0,90.0,46.0,213.0,27.0,116.0,,68.0,Second Pair,66,1316.1166666667,4,9,26,1984-12-13,CAN,CAN,73,206,2003,2,7,37,8470630,https://assets.nhle.com/mugs/nhl/20112012/NSH/8470630.png
2011-2012,Kevin Shattenkirk,STL,D,12.0,20.0,18.0,73.0,68.0,28.0,39.0,29.0,5.0,23.0,121.0,159.0,,24.0,Second Pair,81,1749.6833333333,9,17,22,1989-01-29,USA,USA,72,212,2007,1,14,14,8474031,https://assets.nhle.com/mugs/nhl/20112012/STL/8474031.png
2011-2012,Kimmo Timonen,PHI,D,16.0,23.0,26.0,80.0,15.0,50.0,43.0,193.0,8.0,85.0,141.0,160.0,,21.0,Second Pair,76,1613.5666666667,4,18,36,1975-03-18,FIN,FIN,70,194,1993,10,16,250,8459670,https://assets.nhle.com/mugs/nhl/20112012/PHI/8459670.png
2011-2012,Kris Letang,PIT,D,3.0,101.0,14.0,5.0,2.0,106.0,12.0,62.0,2.0,71.0,47.0,85.0,,2.0,First Pair,51,1266.7666666667,10,16,24,1987-04-24,CAN,CAN,72,201,2005,3,1,62,8471724,https://assets.nhle.com/mugs/nhl/20112012/PIT/8471724.png
2011-2012,Kris Russell,CBJ,D,85.0,7.0,110.0,,98.0,33.0,134.0,17.0,118.0,17.0,26.0,118.0,,114.0,Third Pair,55,935.71666666667,6,3,24,1987-05-02,CAN,CAN,70,170,2005,3,6,67,8471729,https://assets.nhle.com/mugs/nhl/20112012/CBJ/8471729.png
2011-2012,Kris Russell,STL,D,85.0,7.0,110.0,,98.0,33.0,134.0,17.0,118.0,17.0,26.0,118.0,,114.0,Third Pair,55,935.71666666667,6,3,24,1987-05-02,CAN,CAN,70,170,2005,3,6,67,8471729,https://assets.nhle.com/mugs/nhl/20112012/STL/8471729.png
2011-2012,Kurtis Foster,ANA,D,124.0,209.0,66.0,,195.0,188.0,20.0,57.0,218.0,16.0,207.0,124.0,,83.0,Third Pair,51,810.16666666667,4,1,29,1981-11-24,CAN,CAN,77,225,2000,2,10,40,8468520,https://assets.nhle.com/mugs/nhl/20112012/ANA/8468520.png
2011-2012,Kurtis Foster,MIN,D,124.0,209.0,66.0,,195.0,188.0,20.0,57.0,218.0,16.0,207.0,124.0,,83.0,Third Pair,51,810.16666666667,4,1,29,1981-11-24,CAN,CAN,77,225,2000,2,10,40,8468520,https://assets.nhle.com/mugs/nhl/20112012/MIN/8468520.png
2011-2012,Kurtis Foster,NJD,D,124.0,209.0,66.0,,195.0,188.0,20.0,57.0,218.0,16.0,207.0,124.0,,83.0,Third Pair,51,810.16666666667,4,1,29,1981-11-24,CAN,CAN,77,225,2000,2,10,40,8468520,https://assets.nhle.com/mugs/nhl/20112012/NJD/8468520.png
2011-2012,Kyle Quincey,COL,D,61.0,104.0,64.0,57.0,102.0,49.0,10.0,134.0,124.0,8.0,229.0,107.0,,45.0,Second Pair,72,1573.9,7,6,26,1985-08-12,CAN,CAN,74,210,2003,4,31,132,8470724,https://assets.nhle.com/mugs/nhl/20112012/COL/8470724.png
2011-2012,Kyle Quincey,DET,D,61.0,104.0,64.0,57.0,102.0,49.0,10.0,134.0,124.0,8.0,229.0,107.0,,45.0,Second Pair,72,1573.9,7,6,26,1985-08-12,CAN,CAN,74,210,2003,4,31,132,8470724,https://assets.nhle.com/mugs/nhl/20112012/DET/8470724.png
2011-2012,Ladislav Smid,EDM,D,215.0,98.0,,152.0,174.0,170.0,228.0,131.0,221.0,191.0,143.0,31.0,,160.0,Second Pair,78,1630.5333333333,5,1,25,1986-02-01,CZE,CZE,76,210,2004,1,9,9,8471222,https://assets.nhle.com/mugs/nhl/20112012/EDM/8471222.png
2011-2012,Lubomir Visnovsky,ANA,D,39.0,164.0,36.0,,73.0,167.0,106.0,8.0,67.0,112.0,148.0,177.0,,32.0,Second Pair,68,1413.6,6,8,35,1976-08-11,SVK,SVK,70,192,2000,4,22,118,8468598,https://assets.nhle.com/mugs/nhl/20112012/ANA/8468598.png
2011-2012,Luca Sbisa,ANA,D,128.0,211.0,,118.0,180.0,211.0,119.0,98.0,86.0,32.0,118.0,12.0,,156.0,Third Pair,80,1434.35,5,7,21,1990-01-30,ITA,CHE,74,206,2008,1,19,19,8474579,https://assets.nhle.com/mugs/nhl/20112012/ANA/8474579.png
2011-2012,Luke Schenn,TOR,D,60.0,221.0,,143.0,83.0,226.0,67.0,135.0,35.0,131.0,97.0,4.0,,103.0,Third Pair,79,1266.7833333333,2,8,21,1989-11-02,CAN,CAN,74,225,2008,1,5,5,8474568,https://assets.nhle.com/mugs/nhl/20112012/TOR/8474568.png
2011-2012,Marc Methot,CBJ,D,212.0,127.0,,156.0,229.0,82.0,197.0,202.0,119.0,143.0,186.0,33.0,,195.0,Second Pair,46,922.4,1,3,26,1985-06-21,CAN,CAN,76,230,2003,6,1,168,8470760,https://assets.nhle.com/mugs/nhl/20112012/CBJ/8470760.png
2011-2012,Marc Staal,NYR,D,165.0,154.0,,98.0,104.0,179.0,135.0,150.0,200.0,87.0,63.0,111.0,,118.0,Second Pair,46,915.03333333333,2,1,24,1987-01-13,CAN,CAN,76,208,2005,1,12,12,8471686,https://assets.nhle.com/mugs/nhl/20112012/NYR/8471686.png
2011-2012,Marc-Andre Bergeron,TBL,D,9.0,152.0,92.0,,66.0,112.0,38.0,24.0,1.0,1.0,117.0,158.0,,43.0,Second Pair,43,832.21666666667,4,8,30,1980-10-13,CAN,CAN,69,190,-,-,-,-,8469765,https://assets.nhle.com/mugs/nhl/20112012/TBL/8469765.png
2011-2012,Marc-Andre Bourdon,PHI,D,93.0,88.0,,,43.0,183.0,98.0,6.0,230.0,109.0,219.0,49.0,,145.0,Third Pair,45,728.6,4,0,21,1989-09-17,CAN,CAN,72,206,2008,3,6,67,8474631,https://assets.nhle.com/mugs/nhl/20112012/PHI/8474631.png
2011-2012,Marc-Andre Gragnani,VAN,D,153.0,216.0,114.0,,49.0,97.0,199.0,180.0,162.0,19.0,206.0,218.0,,199.0,Third Pair,58,936.31666666667,2,3,24,1987-03-11,CAN,CAN,75,205,2005,3,26,87,8471752,https://assets.nhle.com/mugs/nhl/20112012/VAN/8471752.png
2011-2012,Marc-Andre Gragnani,BUF,D,153.0,216.0,114.0,,49.0,97.0,199.0,180.0,162.0,19.0,206.0,218.0,,199.0,Third Pair,58,936.31666666667,2,3,24,1987-03-11,CAN,CAN,75,205,2005,3,26,87,8471752,https://assets.nhle.com/mugs/nhl/20112012/BUF/8471752.png
2011-2012,Marc-Edouard Vlasic,SJS,D,45.0,28.0,,168.0,14.0,44.0,82.0,97.0,71.0,199.0,19.0,212.0,,77.0,First Pair,82,1898.9166666667,4,9,24,1987-03-30,CAN,CAN,73,205,2005,2,5,35,8471709,https://assets.nhle.com/mugs/nhl/20112012/SJS/8471709.png
2011-2012,Marco Scandella,MIN,D,222.0,168.0,94.0,19.0,222.0,196.0,151.0,201.0,228.0,212.0,45.0,196.0,,117.0,Second Pair,63,1372.2833333333,3,2,21,1990-02-23,CAN,CAN,75,212,2008,2,25,55,8474618,https://assets.nhle.com/mugs/nhl/20112012/MIN/8474618.png
2011-2012,Marek Zidlicky,MIN,D,139.0,166.0,85.0,,178.0,67.0,213.0,145.0,20.0,169.0,158.0,148.0,,90.0,Second Pair,63,1343.8333333333,2,13,34,1977-02-03,CZE,CZE,71,190,2001,6,11,176,8469623,https://assets.nhle.com/mugs/nhl/20112012/MIN/8469623.png
2011-2012,Marek Zidlicky,NJD,D,139.0,166.0,85.0,,178.0,67.0,213.0,145.0,20.0,169.0,158.0,148.0,,90.0,Second Pair,63,1343.8333333333,2,13,34,1977-02-03,CZE,CZE,71,190,2001,6,11,176,8469623,https://assets.nhle.com/mugs/nhl/20112012/NJD/8469623.png
2011-2012,Mark Eaton,NYI,D,207.0,123.0,,76.0,170.0,220.0,191.0,219.0,210.0,184.0,32.0,166.0,,175.0,Third Pair,62,995.13333333333,1,2,34,1977-05-06,USA,USA,73,215,-,-,-,-,8467580,https://assets.nhle.com/mugs/nhl/20112012/NYI/8467580.png
2011-2012,Mark Fayne,NJD,D,184.0,41.0,117.0,32.0,216.0,2.0,97.0,80.0,194.0,149.0,105.0,155.0,,168.0,Second Pair,82,1655.5333333333,4,2,24,1987-05-15,USA,USA,75,209,2005,5,30,155,8471816,https://assets.nhle.com/mugs/nhl/20112012/NJD/8471816.png
2011-2012,Mark Fistric,DAL,D,232.0,14.0,,56.0,219.0,25.0,216.0,209.0,227.0,168.0,168.0,1.0,,221.0,Third Pair,60,990.28333333333,0,0,25,1986-06-01,CAN,CAN,74,225,2004,1,28,28,8471241,https://assets.nhle.com/mugs/nhl/20112012/DAL/8471241.png
2011-2012,Mark Flood,WPG,D,147.0,105.0,4.0,1.0,166.0,145.0,167.0,16.0,147.0,51.0,160.0,224.0,,165.0,Third Pair,33,506.5,3,2,26,1984-09-29,CAN,CAN,73,195,2003,6,21,188,8470780,https://assets.nhle.com/mugs/nhl/20112012/WPG/8470780.png
2011-2012,Mark Giordano,CGY,D,65.0,34.0,62.0,16.0,140.0,48.0,34.0,56.0,56.0,111.0,145.0,88.0,,12.0,First Pair,61,1404.2333333333,9,10,27,1983-10-03,CAN,CAN,72,205,-,-,-,-,8470966,https://assets.nhle.com/mugs/nhl/20112012/CGY/8470966.png
2011-2012,Mark Streit,NYI,D,43.0,174.0,8.0,,28.0,189.0,105.0,156.0,24.0,190.0,142.0,127.0,,22.0,First Pair,82,1917.0666666667,7,23,33,1977-12-11,CHE,CHE,71,186,2004,9,4,262,8468309,https://assets.nhle.com/mugs/nhl/20112012/NYI/8468309.png
2011-2012,Mark Stuart,WPG,D,162.0,64.0,,123.0,154.0,195.0,141.0,167.0,135.0,86.0,115.0,20.0,,149.0,Third Pair,80,1376.15,3,4,27,1984-04-27,USA,USA,74,215,2003,1,21,21,8470614,https://assets.nhle.com/mugs/nhl/20112012/WPG/8470614.png
2011-2012,Matt Carkner,OTT,D,185.0,79.0,,125.0,165.0,54.0,123.0,112.0,223.0,203.0,226.0,9.0,,225.0,Fringe,29,345.35,1,0,30,1980-11-03,CAN,CAN,77,229,1999,2,30,58,8467931,https://assets.nhle.com/mugs/nhl/20112012/OTT/8467931.png
2011-2012,Matt Carle,PHI,D,19.0,86.0,74.0,4.0,9.0,139.0,80.0,181.0,10.0,135.0,67.0,208.0,,36.0,First Pair,82,1887.6833333333,4,15,26,1984-09-25,USA,USA,72,197,2003,2,17,47,8470640,https://assets.nhle.com/mugs/nhl/20112012/PHI/8470640.png
2011-2012,Matt Gilroy,TBL,D,35.0,129.0,,115.0,29.0,140.0,76.0,49.0,59.0,33.0,75.0,153.0,,155.0,Third Pair,67,1172.9666666667,3,7,27,1984-07-20,USA,USA,73,199,-,-,-,-,8475118,https://assets.nhle.com/mugs/nhl/20112012/TBL/8475118.png
