Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,zon_rank,plm_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,First Assists,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Round Pick,Overall Draft Position
2023-2024,Conor Sheary,TBL,F,258.0,113.0,259.0,215.0,252.0,218.0,331.0,333.0,104.0,217.0,240.0,366.0,,290.0,Bottom 6,57,632.83333333333,4,7,33.0,1992-06-08,USA,USA,69.0,179.0,-,-,-,-
2023-2024,Corey Perry,"CHI, EDM",F,244.0,151.0,118.0,,221.0,55.0,203.0,160.0,196.0,250.0,291.0,239.0,,286.0,Bottom 6,54,722.63333333333,12,6,40.0,1985-05-16,CAN,CAN,75.0,208.0,2003,1,28,28
2023-2024,Craig Smith,DAL,F,148.0,73.0,287.0,,159.0,41.0,72.0,193.0,335.0,369.0,395.0,211.0,,312.0,Bottom 6,75,766.25,11,4,35.0,1989-09-05,USA,USA,72.0,204.0,2009,4,7,98
2023-2024,Curtis Lazar,NJD,F,380.0,17.0,,134.0,351.0,126.0,371.0,410.0,413.0,326.0,205.0,40.0,69.0,349.0,Bottom 6,71,879.66666666667,7,11,30.0,1995-02-02,CAN,CAN,72.0,203.0,2013,1,17,17
2023-2024,Dakota Joshua,VAN,F,219.0,96.0,,110.0,299.0,86.0,370.0,141.0,339.0,277.0,132.0,20.0,,302.0,Bottom 6,63,906.26666666667,18,8,29.0,1996-05-15,USA,USA,75.0,206.0,2014,5,8,128
2023-2024,Daniel Sprong,DET,F,23.0,355.0,59.0,,287.0,270.0,18.0,40.0,103.0,51.0,258.0,341.0,,151.0,Bottom 6,76,912.03333333333,18,14,28.0,1997-03-17,NLD,NLD,72.0,202.0,2015,2,16,46
2023-2024,Danton Heinen,BOS,F,146.0,140.0,291.0,145.0,243.0,191.0,182.0,171.0,323.0,181.0,397.0,176.0,,234.0,Bottom 6,74,1070.4333333333,17,11,30.0,1995-07-05,CAN,CAN,73.0,188.0,2014,4,26,116
2023-2024,David Gustafsson,WPG,F,432.0,53.0,,205.0,403.0,95.0,412.0,456.0,385.0,367.0,157.0,241.0,132.0,444.0,Bottom 6,39,361.08333333333,3,2,25.0,2000-04-11,SWE,SWE,74.0,212.0,2018,2,29,60
2023-2024,David Kampf,TOR,F,405.0,249.0,,47.0,365.0,209.0,424.0,407.0,451.0,398.0,188.0,220.0,52.0,376.0,Bottom 6,78,1051.9833333333,8,4,30.0,1995-01-12,CZE,CZE,74.0,197.0,-,-,-,-
2023-2024,David Pastrnak,BOS,F,3.0,374.0,12.0,,167.0,199.0,1.0,2.0,5.0,12.0,51.0,310.0,,4.0,First Line,82,1634.2333333333,47,39,29.0,1996-05-25,CZE,CZE,73.0,195.0,2014,1,25,25
2023-2024,David Perron,DET,F,245.0,269.0,66.0,,340.0,269.0,126.0,119.0,356.0,114.0,378.0,178.0,,117.0,Second Line,76,1187.8,17,17,37.0,1988-05-28,CAN,CAN,73.0,196.0,2007,1,26,26
2023-2024,Dawson Mercer,NJD,F,153.0,328.0,146.0,123.0,118.0,240.0,289.0,142.0,177.0,252.0,238.0,433.0,181.0,188.0,Second Line,82,1411.8333333333,20,6,23.0,2001-10-27,CAN,CAN,72.0,180.0,2020,1,18,18
2023-2024,Derek Ryan,EDM,F,351.0,5.0,,73.0,240.0,10.0,407.0,305.0,393.0,390.0,34.0,223.0,41.0,410.0,Bottom 6,70,713.53333333333,5,5,38.0,1986-12-29,USA,USA,70.0,185.0,-,-,-,-
2023-2024,Devin Shore,SEA,F,340.0,8.0,,,257.0,27.0,382.0,444.0,165.0,188.0,167.0,96.0,188.0,439.0,Fringe,21,168.15,1,2,31.0,1994-07-19,CAN,CAN,73.0,206.0,2012,2,31,61
2023-2024,Dillon Dube,CGY,F,281.0,315.0,260.0,147.0,128.0,256.0,276.0,291.0,78.0,373.0,150.0,174.0,,326.0,Bottom 6,43,480.05,3,1,27.0,1998-07-20,CAN,CAN,71.0,185.0,2016,2,26,56
2023-2024,Dmitri Voronkov,CBJ,F,183.0,404.0,203.0,,182.0,448.0,159.0,149.0,172.0,236.0,456.0,199.0,165.0,214.0,Bottom 6,75,1009.2666666667,18,10,24.0,2000-09-10,RUS,,77.0,240.0,2019,4,21,114
2023-2024,Dominik Kubalik,OTT,F,366.0,409.0,126.0,,414.0,386.0,184.0,194.0,186.0,323.0,265.0,225.0,,275.0,Bottom 6,74,897.01666666667,11,4,30.0,1995-08-21,CZE,CZE,74.0,190.0,2013,7,10,191
2023-2024,Drake Batherson,OTT,F,105.0,346.0,48.0,,136.0,315.0,86.0,111.0,28.0,38.0,304.0,202.0,,76.0,First Line,82,1490.2166666667,28,29,27.0,1998-04-27,USA,USA,75.0,200.0,2017,4,28,121
2023-2024,Drew O'Connor,PIT,F,138.0,220.0,,148.0,134.0,214.0,114.0,254.0,310.0,275.0,206.0,197.0,,273.0,Second Line,79,1243.9,16,11,27.0,1998-06-09,USA,USA,75.0,200.0,-,-,-,-
2023-2024,Dryden Hunt,CGY,F,357.0,138.0,,,324.0,78.0,346.0,355.0,120.0,349.0,16.0,23.0,,426.0,Bottom 6,28,311.61666666667,3,4,29.0,1995-11-24,CAN,CAN,72.0,193.0,-,-,-,-
2023-2024,Dylan Cozens,BUF,F,97.0,408.0,136.0,131.0,224.0,378.0,77.0,135.0,191.0,72.0,108.0,253.0,110.0,107.0,Second Line,79,1360.8166666667,18,22,24.0,2001-02-09,CAN,CAN,75.0,195.0,2019,1,7,7
2023-2024,Dylan Guenther,ARI,F,278.0,354.0,181.0,,375.0,348.0,96.0,82.0,320.0,183.0,424.0,343.0,,133.0,Second Line,45,732.55,18,11,22.0,2003-04-10,CAN,CAN,74.0,175.0,2021,1,9,9
2023-2024,Dylan Holloway,EDM,F,333.0,38.0,,,186.0,16.0,269.0,345.0,166.0,447.0,219.0,54.0,,406.0,Bottom 6,38,432.11666666667,6,0,23.0,2001-09-23,CAN,CAN,73.0,203.0,2020,1,14,14
2023-2024,Dylan Larkin,DET,F,74.0,360.0,38.0,129.0,169.0,327.0,59.0,38.0,265.0,48.0,50.0,377.0,24.0,30.0,First Line,68,1371.7333333333,33,26,29.0,1996-07-30,USA,USA,73.0,198.0,2014,1,15,15
2023-2024,Dylan Strome,WSH,F,113.0,201.0,72.0,,83.0,277.0,246.0,100.0,10.0,37.0,314.0,458.0,54.0,96.0,Second Line,82,1471.9,27,31,28.0,1997-03-07,CAN,CAN,75.0,200.0,2015,1,3,3
2023-2024,Eeli Tolvanen,SEA,F,182.0,22.0,143.0,,201.0,109.0,141.0,157.0,204.0,246.0,337.0,84.0,,159.0,Second Line,81,1267.0166666667,16,14,26.0,1999-04-22,FIN,FIN,70.0,191.0,2017,1,30,30
2023-2024,Eetu Luostarinen,FLA,F,220.0,32.0,278.0,21.0,69.0,22.0,351.0,316.0,132.0,286.0,95.0,190.0,203.0,255.0,Second Line,82,1306.7666666667,12,10,26.0,1998-09-02,FIN,FIN,75.0,190.0,2017,2,11,42
2023-2024,Elias Lindholm,"CGY, VAN",F,193.0,115.0,65.0,63.0,95.0,174.0,180.0,188.0,257.0,128.0,176.0,257.0,14.0,87.0,First Line,75,1477.0166666667,15,14,30.0,1994-12-02,SWE,SWE,73.0,202.0,2013,1,5,5
2023-2024,Elias Pettersson,VAN,F,67.0,31.0,33.0,122.0,171.0,116.0,102.0,43.0,113.0,27.0,1.0,261.0,92.0,18.0,First Line,82,1611.3333333333,34,31,26.0,1998-11-12,SWE,SWE,74.0,176.0,2017,1,5,5
2023-2024,Emil Bemstrom,"CBJ, PIT",F,289.0,188.0,217.0,,317.0,262.0,110.0,250.0,161.0,257.0,237.0,309.0,,297.0,Bottom 6,56,623.85,8,6,26.0,1999-06-01,SWE,SWE,72.0,195.0,2017,4,24,117
2023-2024,Eric Robinson,"BUF, CBJ",F,311.0,444.0,,166.0,363.0,433.0,255.0,382.0,410.0,261.0,242.0,82.0,,360.0,Bottom 6,47,532.6,3,5,30.0,1995-06-14,USA,USA,74.0,205.0,-,-,-,-
2023-2024,Erik Haula,NJD,F,134.0,144.0,164.0,121.0,75.0,72.0,193.0,253.0,188.0,146.0,437.0,193.0,30.0,176.0,Second Line,76,1282.7166666667,16,17,34.0,1991-03-23,FIN,FIN,71.0,191.0,2009,7,1,182
2023-2024,Evan Rodrigues,FLA,F,124.0,69.0,70.0,,29.0,21.0,62.0,271.0,153.0,134.0,136.0,244.0,189.0,147.0,Bottom 6,80,1213.3833333333,12,14,32.0,1993-07-28,CAN,CAN,71.0,184.0,-,-,-,-
2023-2024,Evander Kane,EDM,F,59.0,411.0,234.0,,212.0,295.0,23.0,59.0,152.0,200.0,432.0,58.0,,84.0,Second Line,77,1291.8166666667,24,12,34.0,1991-08-02,CAN,CAN,74.0,210.0,2009,1,4,4
2023-2024,Evgeni Malkin,PIT,F,57.0,175.0,47.0,,52.0,196.0,76.0,77.0,15.0,30.0,284.0,403.0,87.0,56.0,First Line,82,1523.9333333333,27,24,39.0,1986-07-31,RUS,RUS,75.0,195.0,2004,1,2,2
2023-2024,Evgenii Dadonov,DAL,F,210.0,173.0,262.0,,183.0,139.0,260.0,199.0,185.0,219.0,244.0,323.0,,228.0,Bottom 6,51,671.96666666667,12,3,36.0,1989-03-12,RUS,RUS,71.0,189.0,2007,3,10,71
2023-2024,Evgeny Kuznetsov,"CAR, WSH",F,337.0,432.0,140.0,39.0,266.0,381.0,286.0,369.0,9.0,135.0,399.0,408.0,114.0,175.0,Second Line,63,1105.7833333333,8,10,33.0,1992-05-19,RUS,RUS,74.0,207.0,2010,1,26,26
2023-2024,Fabian Zetterlund,SJS,F,231.0,456.0,249.0,,248.0,454.0,152.0,303.0,381.0,177.0,313.0,235.0,,197.0,First Line,82,1546.2,24,17,26.0,1999-08-25,SWE,SWE,71.0,220.0,2017,3,1,63
2023-2024,Filip Forsberg,NSH,F,8.0,258.0,30.0,,81.0,264.0,5.0,5.0,23.0,33.0,40.0,160.0,,14.0,First Line,82,1550.25,48,25,31.0,1994-08-13,SWE,SWE,73.0,205.0,2012,1,11,11
2023-2024,Filip Zadina,SJS,F,252.0,419.0,244.0,,325.0,432.0,113.0,295.0,337.0,380.0,112.0,278.0,,287.0,Bottom 6,72,960.46666666667,13,5,25.0,1999-11-27,CZE,CZE,72.0,190.0,2018,1,6,6
2023-2024,Frank Vatrano,ANA,F,129.0,442.0,216.0,132.0,344.0,459.0,30.0,50.0,213.0,253.0,346.0,173.0,,77.0,First Line,82,1504.2666666667,37,12,31.0,1994-03-14,USA,USA,71.0,197.0,-,-,-,-
2023-2024,Frederick Gaudreau,MIN,F,368.0,103.0,125.0,60.0,315.0,160.0,277.0,344.0,302.0,365.0,247.0,407.0,73.0,249.0,Bottom 6,67,934.13333333333,5,4,32.0,1993-05-01,CAN,CAN,72.0,184.0,-,-,-,-
2023-2024,Fredrik Olofsson,COL,F,416.0,10.0,,192.0,411.0,18.0,358.0,457.0,417.0,332.0,179.0,168.0,205.0,440.0,Bottom 6,57,556.2,3,4,29.0,1996-05-27,SWE,SWE,74.0,190.0,2014,4,8,98
2023-2024,Gabriel Vilardi,WPG,F,104.0,199.0,218.0,,194.0,194.0,142.0,24.0,47.0,165.0,4.0,420.0,213.0,112.0,Second Line,47,799.35,22,12,26.0,1999-08-16,CAN,CAN,75.0,215.0,2017,1,11,11
2023-2024,Garnet Hathaway,PHI,F,327.0,15.0,,10.0,278.0,38.0,327.0,329.0,454.0,396.0,66.0,13.0,,330.0,Bottom 6,82,1024.0333333333,7,8,33.0,1991-11-23,USA,USA,75.0,208.0,-,-,-,-
2023-2024,Givani Smith,SJS,F,375.0,339.0,,,354.0,370.0,227.0,454.0,209.0,259.0,459.0,11.0,,451.0,Fringe,36,281.13333333333,1,3,27.0,1998-02-28,CAN,CAN,74.0,214.0,2016,2,16,46
2023-2024,Gustav Nyquist,NSH,F,136.0,353.0,144.0,184.0,51.0,385.0,292.0,186.0,42.0,52.0,189.0,393.0,,115.0,Second Line,81,1437.1333333333,23,34,35.0,1989-09-01,SWE,SWE,71.0,180.0,2008,4,30,121
2023-2024,Hendrix Lapierre,WSH,F,321.0,257.0,,,361.0,356.0,411.0,226.0,97.0,371.0,89.0,352.0,168.0,325.0,Bottom 6,51,583.3,8,4,23.0,2002-02-09,CAN,CAN,72.0,180.0,2020,1,22,22
2023-2024,Hudson Fasching,NYI,F,293.0,120.0,,,350.0,207.0,409.0,275.0,374.0,203.0,243.0,221.0,,347.0,Bottom 6,45,541.91666666667,4,6,30.0,1995-07-28,USA,USA,75.0,204.0,2013,4,27,118
2023-2024,Ilya Mikheyev,VAN,F,133.0,154.0,231.0,178.0,292.0,64.0,150.0,174.0,267.0,223.0,22.0,368.0,,184.0,Bottom 6,78,1112.6,11,10,30.0,1994-10-10,RUS,RUS,74.0,192.0,-,-,-,-
2023-2024,Isac Lundestrom,ANA,F,450.0,294.0,,71.0,424.0,304.0,457.0,404.0,405.0,366.0,52.0,305.0,112.0,381.0,Bottom 6,46,659.68333333333,5,5,25.0,1999-11-06,SWE,SWE,72.0,193.0,2018,1,23,23
2023-2024,Ivan Barbashev,VGK,F,197.0,430.0,171.0,149.0,193.0,424.0,365.0,184.0,129.0,120.0,122.0,104.0,215.0,185.0,Second Line,82,1321.2833333333,19,19,29.0,1995-12-14,RUS,RUS,73.0,195.0,2014,2,3,33
2023-2024,Ivan Miroshnichenko,WSH,F,328.0,391.0,,,297.0,326.0,210.0,427.0,189.0,356.0,385.0,61.0,,377.0,Bottom 6,21,254.95,2,1,21.0,2004-02-04,RUS,,73.0,185.0,2022,1,20,20
2023-2024,J.T. Compher,DET,F,307.0,236.0,134.0,86.0,261.0,275.0,414.0,239.0,294.0,158.0,177.0,401.0,104.0,149.0,First Line,77,1492.9,19,22,30.0,1995-04-08,USA,USA,72.0,190.0,2013,2,5,35
2023-2024,J.T. Miller,VAN,F,112.0,255.0,14.0,76.0,137.0,255.0,164.0,48.0,219.0,7.0,320.0,111.0,22.0,22.0,First Line,81,1578.6833333333,37,44,32.0,1993-03-14,USA,USA,73.0,218.0,2011,1,15,15
2023-2024,JJ Peterka,BUF,F,111.0,421.0,198.0,,181.0,369.0,104.0,144.0,208.0,255.0,123.0,443.0,,183.0,Second Line,82,1344.1833333333,28,10,23.0,2002-01-14,DEU,DEU,72.0,189.0,2020,2,3,34
2023-2024,Jack Drury,CAR,F,207.0,1.0,248.0,,53.0,2.0,125.0,430.0,95.0,234.0,359.0,394.0,126.0,332.0,Bottom 6,74,908.65,8,10,25.0,2000-02-03,USA,USA,71.0,174.0,2018,2,11,42
2023-2024,Jack Eichel,VGK,F,25.0,136.0,50.0,193.0,149.0,224.0,12.0,35.0,46.0,66.0,20.0,376.0,109.0,11.0,First Line,63,1292.75,31,21,28.0,1996-10-28,USA,USA,74.0,207.0,2015,1,2,2
2023-2024,Jack Hughes,NJD,F,13.0,248.0,15.0,,40.0,125.0,6.0,27.0,14.0,9.0,5.0,464.0,120.0,9.0,First Line,62,1300.3833333333,27,29,24.0,2001-05-14,USA,USA,71.0,175.0,2019,1,1,1
2023-2024,Jack McBain,ARI,F,312.0,367.0,,95.0,358.0,383.0,453.0,351.0,380.0,195.0,417.0,30.0,148.0,357.0,Bottom 6,67,845.83333333333,8,13,25.0,2000-01-06,CAN,CAN,75.0,201.0,2018,3,1,63
2023-2024,Jack Quinn,BUF,F,53.0,370.0,277.0,,135.0,337.0,174.0,126.0,106.0,147.0,227.0,283.0,,167.0,Second Line,27,422.31666666667,9,5,23.0,2001-09-19,CAN,CAN,73.0,185.0,2020,1,8,8
2023-2024,Jack Roslovic,"CBJ, NYR",F,190.0,412.0,261.0,180.0,127.0,394.0,240.0,289.0,52.0,110.0,115.0,386.0,202.0,180.0,Second Line,59,917.71666666667,9,12,28.0,1997-01-29,USA,USA,73.0,200.0,2015,1,25,25
2023-2024,Jack Studnicka,"SJS, VAN",F,457.0,420.0,,,461.0,434.0,317.0,443.0,423.0,463.0,419.0,112.0,145.0,441.0,Bottom 6,22,251.93333333333,1,0,26.0,1999-02-18,CAN,CAN,73.0,187.0,2017,2,22,53
2023-2024,Jacob Lucchini,MIN,F,461.0,283.0,,,449.0,292.0,462.0,449.0,416.0,454.0,457.0,282.0,,462.0,Bottom 6,40,383.91666666667,2,1,30.0,1995-05-09,CAN,CAN,72.0,180.0,-,-,-,-
2023-2024,Jaden Schwartz,SEA,F,325.0,50.0,110.0,,238.0,39.0,170.0,190.0,125.0,222.0,239.0,314.0,,154.0,Second Line,62,1014.4666666667,13,9,33.0,1992-06-25,CAN,CAN,70.0,185.0,2010,1,14,14
2023-2024,Jake DeBrusk,BOS,F,56.0,72.0,95.0,107.0,103.0,65.0,71.0,83.0,108.0,153.0,133.0,204.0,,105.0,Second Line,80,1346.5833333333,19,14,28.0,1996-10-17,CAN,CAN,72.0,197.0,2015,1,14,14
2023-2024,Jake Evans,MTL,F,395.0,383.0,,82.0,304.0,391.0,443.0,445.0,424.0,216.0,85.0,270.0,49.0,321.0,Second Line,82,1313.5,7,11,29.0,1996-06-02,CAN,CAN,72.0,186.0,2014,7,27,207
2023-2024,Jake Guentzel,"CAR, PIT",F,17.0,311.0,62.0,,7.0,286.0,34.0,39.0,8.0,15.0,44.0,324.0,,17.0,First Line,67,1341.3833333333,30,33,30.0,1994-10-06,USA,USA,71.0,180.0,2013,3,16,77
2023-2024,Jake Neighbours,STL,F,355.0,376.0,250.0,,421.0,439.0,294.0,131.0,289.0,420.0,212.0,130.0,,253.0,Second Line,77,1209.4333333333,27,9,23.0,2002-03-29,CAN,CAN,72.0,201.0,2020,1,26,26
2023-2024,Jakob Silfverberg,ANA,F,383.0,203.0,174.0,85.0,378.0,251.0,274.0,414.0,421.0,374.0,289.0,451.0,,313.0,Bottom 6,81,1057.1,7,6,34.0,1990-10-13,SWE,SWE,73.0,207.0,2009,2,9,39
2023-2024,Jakub Lauko,BOS,F,367.0,97.0,,,460.0,108.0,422.0,296.0,441.0,230.0,12.0,27.0,,432.0,Bottom 6,60,589.25,2,6,25.0,2000-03-28,CZE,CZE,72.0,196.0,2018,3,15,77
2023-2024,Jakub Vrana,STL,F,147.0,465.0,,,360.0,464.0,43.0,63.0,156.0,264.0,435.0,354.0,,173.0,Bottom 6,21,254.65,2,2,29.0,1996-02-28,CZE,CZE,72.0,190.0,2014,1,13,13
2023-2024,James Hamblin,EDM,F,433.0,14.0,,,381.0,151.0,447.0,408.0,304.0,445.0,196.0,308.0,155.0,457.0,Fringe,31,245.66666666667,2,1,26.0,1999-04-27,CAN,CAN,69.0,176.0,-,-,-,-
2023-2024,James van Riemsdyk,BOS,F,196.0,238.0,130.0,,190.0,215.0,120.0,240.0,124.0,107.0,401.0,405.0,,186.0,Bottom 6,71,958.93333333333,11,16,36.0,1989-05-04,USA,USA,75.0,208.0,2007,1,2,2
2023-2024,Jamie Benn,DAL,F,71.0,237.0,27.0,104.0,74.0,279.0,118.0,76.0,150.0,62.0,156.0,175.0,9.0,91.0,Bottom 6,82,1239.8333333333,21,21,36.0,1989-07-18,CAN,CAN,74.0,205.0,2007,5,8,129
2023-2024,Jansen Harkins,PIT,F,399.0,37.0,,,320.0,23.0,366.0,431.0,450.0,346.0,221.0,98.0,,446.0,Fringe,45,369.36666666667,0,4,28.0,1997-05-23,USA,USA,73.0,182.0,2015,2,17,47
2023-2024,Jared McCann,SEA,F,33.0,124.0,46.0,105.0,176.0,74.0,40.0,16.0,89.0,93.0,10.0,336.0,179.0,71.0,Second Line,80,1340.8833333333,29,20,29.0,1996-05-31,CAN,CAN,73.0,191.0,2014,1,24,24
2023-2024,Jaret Anderson-Dolan,"LAK, NSH",F,371.0,364.0,,,229.0,291.0,352.0,390.0,62.0,382.0,358.0,100.0,,414.0,Bottom 6,31,342.55,1,3,25.0,1999-09-12,CAN,CAN,71.0,200.0,2017,2,10,41
2023-2024,Jason Dickinson,CHI,F,350.0,76.0,256.0,52.0,413.0,213.0,364.0,256.0,376.0,401.0,272.0,143.0,83.0,232.0,Second Line,82,1358.8166666667,22,5,30.0,1995-07-04,CAN,CAN,74.0,200.0,2013,1,29,29
2023-2024,Jason Robertson,DAL,F,19.0,45.0,13.0,,30.0,12.0,27.0,20.0,114.0,21.0,210.0,328.0,,21.0,First Line,82,1502.6333333333,29,23,26.0,1999-07-22,USA,USA,75.0,200.0,2017,2,8,39
2023-2024,Jason Zucker,"ARI, NSH",F,95.0,325.0,222.0,,185.0,260.0,56.0,122.0,91.0,192.0,209.0,110.0,,153.0,Bottom 6,69,953.85,14,11,33.0,1992-01-16,USA,USA,71.0,192.0,2010,2,29,59
2023-2024,Jean-Gabriel Pageau,NYI,F,341.0,314.0,173.0,68.0,271.0,388.0,388.0,334.0,456.0,191.0,181.0,88.0,11.0,200.0,Second Line,82,1304.4833333333,11,16,32.0,1992-11-11,CAN,CAN,71.0,185.0,2011,4,5,96
2023-2024,Jeff Carter,PIT,F,392.0,276.0,129.0,56.0,393.0,298.0,223.0,242.0,462.0,357.0,367.0,184.0,4.0,274.0,Bottom 6,72,905.08333333333,11,2,40.0,1985-01-01,CAN,CAN,75.0,219.0,2003,1,11,11
2023-2024,Jeff Skinner,BUF,F,18.0,445.0,82.0,,132.0,406.0,22.0,41.0,7.0,56.0,61.0,441.0,207.0,72.0,Second Line,74,1183.7166666667,24,13,33.0,1992-05-16,CAN,CAN,71.0,197.0,2010,1,7,7
2023-2024,Jesper Boqvist,BOS,F,267.0,149.0,,,258.0,52.0,368.0,233.0,252.0,313.0,203.0,159.0,184.0,378.0,Bottom 6,47,524.05,6,5,26.0,1998-10-30,SWE,SWE,72.0,180.0,2017,2,5,36
2023-2024,Jesper Bratt,NJD,F,10.0,279.0,71.0,157.0,5.0,162.0,67.0,71.0,107.0,24.0,63.0,409.0,,51.0,First Line,82,1583.2,27,36,27.0,1998-07-30,SWE,SWE,70.0,175.0,2016,6,11,162
2023-2024,Jesper Fast,CAR,F,242.0,4.0,,2.0,15.0,4.0,425.0,398.0,178.0,301.0,86.0,177.0,,373.0,Bottom 6,73,920.13333333333,6,9,33.0,1991-12-02,SWE,SWE,73.0,191.0,2010,6,7,157
2023-2024,Jesperi Kotkaniemi,CAR,F,158.0,44.0,166.0,,28.0,15.0,220.0,214.0,26.0,241.0,380.0,206.0,57.0,260.0,Bottom 6,79,1025.35,12,11,25.0,2000-07-06,FIN,FIN,74.0,201.0,2018,1,3,3
2023-2024,Jesse Puljujarvi,PIT,F,205.0,68.0,284.0,,152.0,34.0,106.0,278.0,272.0,388.0,434.0,75.0,,350.0,Bottom 6,22,202.15,3,1,27.0,1998-05-07,SWE,FIN,76.0,201.0,2016,1,4,4
2023-2024,Jesse Ylönen,MTL,F,446.0,447.0,,,416.0,461.0,435.0,429.0,436.0,453.0,428.0,246.0,,445.0,Bottom 6,59,604.0,4,2,25.0,1999-10-03,USA,USA,73.0,188.0,2018,2,4,35
2023-2024,Jimmy Vesey,NYR,F,326.0,210.0,,5.0,329.0,217.0,239.0,284.0,409.0,362.0,152.0,170.0,,329.0,Bottom 6,80,990.15,13,7,32.0,1993-05-26,USA,USA,75.0,202.0,2012,3,5,66
2023-2024,Joe Pavelski,DAL,F,120.0,64.0,20.0,,71.0,54.0,122.0,79.0,96.0,29.0,26.0,254.0,55.0,62.0,Second Line,82,1378.3666666667,27,26,41.0,1984-07-11,USA,USA,71.0,200.0,2003,7,8,205
2023-2024,Joe Veleno,DET,F,417.0,221.0,253.0,185.0,390.0,249.0,416.0,328.0,291.0,397.0,208.0,118.0,103.0,362.0,Bottom 6,80,1116.5166666667,12,8,25.0,2000-01-13,CAN,CAN,73.0,203.0,2018,1,30,30
2023-2024,Joel Armia,MTL,F,229.0,335.0,,80.0,343.0,340.0,192.0,210.0,258.0,419.0,349.0,240.0,,233.0,Second Line,66,1026.4,17,5,32.0,1993-05-31,FIN,FIN,75.0,216.0,2011,1,16,16
2023-2024,Joel Eriksson Ek,MIN,F,123.0,51.0,45.0,77.0,213.0,46.0,48.0,116.0,319.0,142.0,171.0,155.0,80.0,45.0,First Line,77,1580.6166666667,30,15,28.0,1997-01-29,SWE,SWE,75.0,207.0,2015,1,20,20
2023-2024,Joel Farabee,PHI,F,92.0,336.0,179.0,171.0,163.0,346.0,209.0,178.0,115.0,185.0,178.0,285.0,,155.0,Second Line,82,1327.2833333333,22,19,25.0,2000-02-25,USA,USA,72.0,183.0,2018,1,14,14
2023-2024,Joel Kiviranta,COL,F,438.0,28.0,,113.0,387.0,51.0,357.0,428.0,394.0,446.0,175.0,80.0,,429.0,Bottom 6,56,551.0,3,3,29.0,1996-03-23,FIN,FIN,71.0,185.0,-,-,-,-
2023-2024,Joey Anderson,CHI,F,301.0,89.0,,,380.0,49.0,401.0,340.0,389.0,270.0,81.0,228.0,,394.0,Bottom 6,55,745.13333333333,5,10,27.0,1998-06-19,USA,USA,72.0,207.0,2016,3,12,73
2023-2024,John Beecher,BOS,F,429.0,262.0,,100.0,465.0,354.0,460.0,258.0,463.0,444.0,444.0,55.0,152.0,420.0,Bottom 6,52,552.43333333333,7,3,24.0,2001-04-05,USA,USA,75.0,215.0,2019,1,30,30
2023-2024,John Tavares,TOR,F,77.0,228.0,9.0,,142.0,189.0,14.0,53.0,101.0,47.0,241.0,183.0,2.0,31.0,Second Line,80,1429.2,29,18,34.0,1990-09-20,CAN,CAN,73.0,216.0,2009,1,1,1
2023-2024,Johnny Gaudreau,CBJ,F,96.0,437.0,86.0,,82.0,396.0,161.0,231.0,182.0,13.0,46.0,465.0,,83.0,First Line,81,1523.85,12,35,32.0,1993-08-13,USA,USA,69.0,165.0,2011,4,13,104
2023-2024,Jonah Gadjovich,FLA,F,400.0,231.0,,,369.0,127.0,316.0,415.0,118.0,408.0,433.0,9.0,,458.0,Fringe,39,289.81666666667,2,2,26.0,1998-10-12,CAN,CAN,74.0,209.0,2017,2,24,55
2023-2024,Jonathan Drouin,COL,F,225.0,327.0,155.0,,91.0,300.0,378.0,363.0,73.0,97.0,316.0,389.0,209.0,187.0,First Line,79,1436.6333333333,19,19,30.0,1995-03-28,CAN,CAN,71.0,198.0,2013,1,3,3
2023-2024,Jonathan Huberdeau,CGY,F,160.0,274.0,81.0,220.0,37.0,175.0,282.0,280.0,37.0,26.0,185.0,307.0,,116.0,Second Line,81,1411.1833333333,12,26,32.0,1993-06-04,CAN,CAN,73.0,200.0,2011,1,3,3
2023-2024,Jonathan Marchessault,VGK,F,36.0,304.0,64.0,,131.0,253.0,20.0,17.0,86.0,111.0,371.0,242.0,,55.0,Second Line,82,1467.3833333333,42,17,34.0,1990-12-27,CAN,CAN,69.0,183.0,-,-,-,-
2023-2024,Jonny Brodzinski,NYR,F,343.0,246.0,,,364.0,254.0,124.0,424.0,285.0,416.0,410.0,334.0,135.0,375.0,Bottom 6,57,634.26666666667,6,5,32.0,1993-06-19,USA,USA,72.0,212.0,2013,5,27,148
2023-2024,Jordan Eberle,SEA,F,132.0,75.0,148.0,,155.0,68.0,175.0,205.0,99.0,75.0,260.0,416.0,,136.0,Second Line,78,1360.7,17,18,35.0,1990-05-15,CAN,CAN,71.0,190.0,2008,1,22,22
2023-2024,Jordan Greenway,BUF,F,370.0,117.0,,135.0,338.0,164.0,281.0,378.0,248.0,351.0,421.0,102.0,,261.0,Second Line,67,1155.7166666667,10,10,28.0,1997-02-16,USA,USA,78.0,231.0,2015,2,20,50
2023-2024,Jordan Kyrou,STL,F,38.0,414.0,61.0,,301.0,373.0,26.0,33.0,192.0,63.0,153.0,455.0,,40.0,First Line,82,1503.2,31,22,27.0,1998-05-05,CAN,CAN,73.0,196.0,2016,2,5,35
