Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,plm_rank,zon_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,First Assists,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Round Pick,Overall Draft Position,Player ID,Headshot URL
2015-2016,Chris Porter,MIN,F,408.0,335.0,,59.0,415.0,325.0,360.0,316.0,409.0,408.0,109.0,14.0,,409.0,Fourth Line,61,587.81666666667,4,1,31,1984-05-29,CAN,CAN,73,206,2003,9,21,282,8470871.0,https://assets.nhle.com/mugs/nhl/20152016/MIN/8470871.png
2015-2016,Chris Stewart,ANA,F,190.0,406.0,44.0,,259.0,350.0,164.0,194.0,139.0,165.0,383.0,140.0,,248.0,Fourth Line,56,604.51666666667,8,9,27,1987-10-30,CAN,CAN,74,242,2006,1,18,18,8473485.0,https://assets.nhle.com/mugs/nhl/20152016/ANA/8473485.png
2015-2016,Chris Terry,CAR,F,273.0,291.0,,,235.0,288.0,288.0,164.0,293.0,100.0,191.0,194.0,,339.0,Fourth Line,68,766.68333333333,8,2,26,1989-04-07,CAN,CAN,70,191,2007,5,11,132,8474052.0,https://assets.nhle.com/mugs/nhl/20152016/CAR/8474052.png
2015-2016,Chris Thorburn,WPG,F,351.0,212.0,,,337.0,225.0,351.0,314.0,361.0,171.0,386.0,54.0,,390.0,Fourth Line,82,829.95,6,4,32,1983-06-03,CAN,CAN,75,235,2001,2,20,50,8469501.0,https://assets.nhle.com/mugs/nhl/20152016/WPG/8469501.png
2015-2016,Chris Tierney,SJS,F,260.0,315.0,,169.0,194.0,302.0,341.0,342.0,70.0,210.0,41.0,400.0,153.0,286.0,Fourth Line,79,1042.1833333333,7,10,21,1994-07-01,CAN,CAN,73,191,2012,2,25,55,8476919.0,https://assets.nhle.com/mugs/nhl/20152016/SJS/8476919.png
2015-2016,Chris VandeVelde,PHI,F,360.0,196.0,,37.0,364.0,315.0,349.0,347.0,335.0,185.0,222.0,92.0,,352.0,Third Line,79,1070.6,2,5,28,1987-03-15,USA,USA,74,190,2005,4,6,97,8471762.0,https://assets.nhle.com/mugs/nhl/20152016/PHI/8471762.png
2015-2016,Chris Wagner,ANA,F,280.0,70.0,,,372.0,96.0,75.0,168.0,314.0,69.0,359.0,24.0,24.0,345.0,Fourth Line,43,393.66666666667,4,1,24,1991-05-27,USA,USA,72,192,2010,5,2,122,8475780.0,https://assets.nhle.com/mugs/nhl/20152016/ANA/8475780.png
2015-2016,Chris Wagner,COL,F,280.0,70.0,,,372.0,96.0,75.0,168.0,314.0,69.0,359.0,24.0,24.0,345.0,Fourth Line,43,393.66666666667,4,1,24,1991-05-27,USA,USA,72,192,2010,5,2,122,8475780.0,https://assets.nhle.com/mugs/nhl/20152016/COL/8475780.png
2015-2016,Claude Giroux,PHI,F,114.0,303.0,11.0,184.0,123.0,304.0,87.0,166.0,176.0,168.0,61.0,243.0,6.0,15.0,First Line,78,1602.6166666667,22,25,27,1988-01-12,CAN,CAN,71,190,2006,1,22,22,8473512.0,https://assets.nhle.com/mugs/nhl/20152016/PHI/8473512.png
2015-2016,Cody Eakin,DAL,F,236.0,299.0,198.0,145.0,95.0,367.0,285.0,237.0,254.0,268.0,300.0,234.0,76.0,170.0,Second Line,82,1342.1833333333,16,13,24,1991-05-24,CAN,CAN,72,196,2009,3,24,85,8475236.0,https://assets.nhle.com/mugs/nhl/20152016/DAL/8475236.png
2015-2016,Cody Hodgson,NSH,F,259.0,195.0,,,284.0,106.0,83.0,334.0,261.0,252.0,100.0,302.0,,301.0,Fourth Line,39,418.58333333333,3,4,25,1990-02-18,CAN,CAN,72,191,2008,1,10,10,8474570.0,https://assets.nhle.com/mugs/nhl/20152016/NSH/8474570.png
2015-2016,Cody McLeod,COL,F,385.0,237.0,,152.0,396.0,300.0,320.0,287.0,398.0,324.0,397.0,9.0,,384.0,Fourth Line,82,864.23333333333,8,2,31,1984-06-26,CAN,CAN,74,204,-,-,-,-,8471657.0,https://assets.nhle.com/mugs/nhl/20152016/COL/8471657.png
2015-2016,Colin Greening,TOR,F,239.0,177.0,122.0,,189.0,212.0,96.0,311.0,247.0,236.0,320.0,17.0,,244.0,Third Line,31,436.98333333333,7,5,29,1986-03-09,CAN,CAN,74,210,2005,7,10,204,8471862.0,https://assets.nhle.com/mugs/nhl/20152016/TOR/8471862.png
2015-2016,Colin Greening,OTT,F,239.0,177.0,122.0,,189.0,212.0,96.0,311.0,247.0,236.0,320.0,17.0,,244.0,Third Line,31,436.98333333333,7,5,29,1986-03-09,CAN,CAN,74,210,2005,7,10,204,8471862.0,https://assets.nhle.com/mugs/nhl/20152016/OTT/8471862.png
2015-2016,Colin Wilson,NSH,F,153.0,81.0,209.0,,127.0,52.0,205.0,274.0,72.0,94.0,115.0,281.0,,198.0,Third Line,64,925.21666666667,6,10,25,1989-10-20,USA,USA,73,215,2008,1,7,7,8474569.0,https://assets.nhle.com/mugs/nhl/20152016/NSH/8474569.png
2015-2016,Colton Sceviour,DAL,F,98.0,87.0,,69.0,94.0,162.0,80.0,74.0,196.0,293.0,204.0,207.0,,201.0,Fourth Line,71,900.11666666667,11,8,26,1989-04-20,CAN,CAN,72,190,2007,4,21,112,8474098.0,https://assets.nhle.com/mugs/nhl/20152016/DAL/8474098.png
2015-2016,Colton Sissons,NSH,F,344.0,1.0,,4.0,242.0,1.0,383.0,115.0,417.0,400.0,257.0,158.0,21.0,379.0,Fourth Line,34,338.61666666667,4,0,21,1993-11-05,CAN,CAN,73,200,2012,2,20,50,8476925.0,https://assets.nhle.com/mugs/nhl/20152016/NSH/8476925.png
2015-2016,Connor McDavid,EDM,F,11.0,348.0,19.0,12.0,2.0,385.0,184.0,7.0,29.0,278.0,15.0,411.0,171.0,17.0,First Line,45,849.81666666667,16,16,18,1997-01-13,CAN,CAN,73,193,2015,1,1,1,8478402.0,https://assets.nhle.com/mugs/nhl/20152016/EDM/8478402.png
2015-2016,Conor Sheary,PIT,F,91.0,83.0,259.0,,52.0,5.0,137.0,21.0,355.0,20.0,50.0,355.0,,361.0,Fourth Line,44,429.13333333333,7,2,23,1992-06-08,USA,USA,69,179,-,-,-,-,8477839.0,https://assets.nhle.com/mugs/nhl/20152016/PIT/8477839.png
2015-2016,Corey Perry,ANA,F,23.0,351.0,22.0,,99.0,222.0,59.0,6.0,84.0,117.0,253.0,231.0,,20.0,Second Line,82,1452.0333333333,34,22,30,1985-05-16,CAN,CAN,75,208,2003,1,28,28,8470621.0,https://assets.nhle.com/mugs/nhl/20152016/ANA/8470621.png
2015-2016,Craig Smith,NSH,F,15.0,208.0,197.0,,42.0,93.0,16.0,18.0,82.0,3.0,314.0,242.0,,122.0,Third Line,82,1245.15,21,14,25,1989-09-05,USA,USA,72,204,2009,4,7,98,8475225.0,https://assets.nhle.com/mugs/nhl/20152016/NSH/8475225.png
2015-2016,Curtis Lazar,OTT,F,337.0,190.0,250.0,165.0,288.0,307.0,333.0,361.0,258.0,337.0,47.0,96.0,121.0,312.0,Third Line,76,1053.2666666667,6,10,20,1995-02-02,CAN,CAN,72,203,2013,1,17,17,8477508.0,https://assets.nhle.com/mugs/nhl/20152016/OTT/8477508.png
2015-2016,Dainius Zubrus,SJS,F,401.0,108.0,,105.0,316.0,42.0,406.0,371.0,406.0,283.0,364.0,161.0,,392.0,Fourth Line,50,579.48333333333,3,1,37,1978-06-16,LTU,LTU,77,225,1996,1,15,15,8464977.0,https://assets.nhle.com/mugs/nhl/20152016/SJS/8464977.png
2015-2016,Dale Weise,CHI,F,167.0,183.0,107.0,,234.0,179.0,149.0,163.0,99.0,72.0,94.0,98.0,,243.0,Fourth Line,71,952.45,14,8,27,1988-08-05,CAN,CAN,74,196,2008,4,20,111,8474668.0,https://assets.nhle.com/mugs/nhl/20152016/CHI/8474668.png
2015-2016,Dale Weise,MTL,F,167.0,183.0,107.0,,234.0,179.0,149.0,163.0,99.0,72.0,94.0,98.0,,243.0,Fourth Line,71,952.45,14,8,27,1988-08-05,CAN,CAN,74,196,2008,4,20,111,8474668.0,https://assets.nhle.com/mugs/nhl/20152016/MTL/8474668.png
2015-2016,Daniel Sedin,VAN,F,71.0,333.0,83.0,,261.0,200.0,46.0,111.0,60.0,61.0,235.0,410.0,,36.0,First Line,82,1503.3666666667,28,20,34,1980-09-26,SWE,SWE,73,190,1999,1,2,2,8467875.0,https://assets.nhle.com/mugs/nhl/20152016/VAN/8467875.png
2015-2016,Daniel Winnik,WSH,F,263.0,47.0,,53.0,203.0,125.0,263.0,329.0,165.0,360.0,290.0,228.0,,269.0,Third Line,76,1042.4,6,7,30,1985-03-06,CAN,CAN,74,210,2004,9,7,265,8471476.0,https://assets.nhle.com/mugs/nhl/20152016/WSH/8471476.png
2015-2016,Daniel Winnik,TOR,F,263.0,47.0,,53.0,203.0,125.0,263.0,329.0,165.0,360.0,290.0,228.0,,269.0,Third Line,76,1042.4,6,7,30,1985-03-06,CAN,CAN,74,210,2004,9,7,265,8471476.0,https://assets.nhle.com/mugs/nhl/20152016/TOR/8471476.png
2015-2016,Darren Helm,DET,F,124.0,219.0,,73.0,207.0,136.0,58.0,155.0,168.0,183.0,7.0,163.0,,189.0,Third Line,77,1160.25,13,7,28,1987-01-21,CAN,CAN,72,192,2005,5,7,132,8471794.0,https://assets.nhle.com/mugs/nhl/20152016/DET/8471794.png
2015-2016,Dave Bolland,FLA,F,377.0,370.0,,146.0,389.0,265.0,364.0,387.0,287.0,368.0,413.0,152.0,158.0,324.0,Third Line,25,352.3,1,2,29,1986-06-05,CAN,CAN,72,188,2004,2,2,32,8471245.0,https://assets.nhle.com/mugs/nhl/20152016/FLA/8471245.png
2015-2016,David Backes,STL,F,158.0,103.0,89.0,80.0,141.0,169.0,182.0,223.0,108.0,397.0,396.0,57.0,43.0,73.0,First Line,79,1519.1833333333,21,17,31,1984-05-01,USA,USA,75,215,2003,2,32,62,8470655.0,https://assets.nhle.com/mugs/nhl/20152016/STL/8470655.png
2015-2016,David Desharnais,MTL,F,250.0,182.0,240.0,,85.0,216.0,388.0,305.0,115.0,40.0,43.0,380.0,118.0,204.0,Second Line,65,1040.1833333333,11,10,28,1986-09-14,CAN,CAN,67,180,-,-,-,-,8471976.0,https://assets.nhle.com/mugs/nhl/20152016/MTL/8471976.png
2015-2016,David Jones,CGY,F,242.0,282.0,,,311.0,362.0,241.0,146.0,190.0,380.0,102.0,102.0,,262.0,Fourth Line,75,932.93333333333,11,6,31,1984-08-10,CAN,CAN,75,208,2003,9,27,288,8470877.0,https://assets.nhle.com/mugs/nhl/20152016/CGY/8470877.png
2015-2016,David Jones,MIN,F,242.0,282.0,,,311.0,362.0,241.0,146.0,190.0,380.0,102.0,102.0,,262.0,Fourth Line,75,932.93333333333,11,6,31,1984-08-10,CAN,CAN,75,208,2003,9,27,288,8470877.0,https://assets.nhle.com/mugs/nhl/20152016/MIN/8470877.png
2015-2016,David Krejci,BOS,F,187.0,191.0,80.0,14.0,212.0,209.0,372.0,255.0,33.0,233.0,181.0,350.0,62.0,66.0,First Line,72,1461.6666666667,17,28,29,1986-04-28,CZE,CZE,72,192,2004,2,33,63,8471276.0,https://assets.nhle.com/mugs/nhl/20152016/BOS/8471276.png
2015-2016,David Legwand,BUF,F,364.0,171.0,,151.0,352.0,134.0,375.0,365.0,313.0,212.0,378.0,327.0,123.0,350.0,Fourth Line,79,766.71666666667,5,5,35,1980-08-17,USA,USA,74,207,1998,1,2,2,8467330.0,https://assets.nhle.com/mugs/nhl/20152016/BUF/8467330.png
2015-2016,David Pastrnak,BOS,F,44.0,367.0,,,117.0,224.0,74.0,24.0,135.0,66.0,37.0,283.0,,145.0,Third Line,51,711.2,15,6,19,1996-05-25,CZE,CZE,73,195,2014,1,25,25,8477956.0,https://assets.nhle.com/mugs/nhl/20152016/BOS/8477956.png
2015-2016,David Perron,ANA,F,126.0,252.0,76.0,,107.0,208.0,108.0,191.0,173.0,57.0,367.0,124.0,,137.0,Third Line,71,1080.1,12,15,27,1988-05-28,CAN,CAN,73,196,2007,1,26,26,8474102.0,https://assets.nhle.com/mugs/nhl/20152016/ANA/8474102.png
2015-2016,David Perron,PIT,F,126.0,252.0,76.0,,107.0,208.0,108.0,191.0,173.0,57.0,367.0,124.0,,137.0,Third Line,71,1080.1,12,15,27,1988-05-28,CAN,CAN,73,196,2007,1,26,26,8474102.0,https://assets.nhle.com/mugs/nhl/20152016/PIT/8474102.png
2015-2016,Dennis Rasmussen,CHI,F,321.0,24.0,,,245.0,72.0,276.0,224.0,379.0,99.0,54.0,205.0,141.0,364.0,Fourth Line,44,403.2,4,1,25,1990-07-03,SWE,SWE,75,192,-,-,-,-,8477929.0,https://assets.nhle.com/mugs/nhl/20152016/CHI/8477929.png
2015-2016,Derek Dorsett,VAN,F,335.0,301.0,,17.0,343.0,349.0,270.0,357.0,315.0,261.0,345.0,61.0,,319.0,Fourth Line,71,893.91666666667,5,5,28,1986-12-20,CAN,CAN,72,192,2006,7,6,189,8473432.0,https://assets.nhle.com/mugs/nhl/20152016/VAN/8473432.png
2015-2016,Derek MacKenzie,FLA,F,395.0,30.0,,39.0,407.0,30.0,331.0,313.0,397.0,231.0,234.0,16.0,20.0,347.0,Fourth Line,64,841.7,6,1,34,1981-06-11,CAN,CAN,71,177,1999,5,2,128,8468001.0,https://assets.nhle.com/mugs/nhl/20152016/FLA/8468001.png
2015-2016,Derek Stepan,NYR,F,43.0,269.0,108.0,130.0,131.0,372.0,93.0,123.0,7.0,157.0,198.0,367.0,160.0,49.0,Second Line,72,1278.3833333333,22,16,25,1990-06-18,USA,USA,71,196,2008,2,21,51,8474613.0,https://assets.nhle.com/mugs/nhl/20152016/NYR/8474613.png
2015-2016,Derick Brassard,NYR,F,170.0,358.0,61.0,,139.0,317.0,253.0,134.0,188.0,25.0,294.0,196.0,120.0,86.0,Second Line,80,1430.8166666667,27,18,27,1987-09-22,CAN,CAN,73,200,2006,1,6,6,8473544.0,https://assets.nhle.com/mugs/nhl/20152016/NYR/8473544.png
2015-2016,Devante Smith-Pelly,NJD,F,296.0,260.0,,,355.0,205.0,219.0,83.0,367.0,347.0,116.0,75.0,,257.0,Fourth Line,64,786.71666666667,14,5,23,1992-06-14,CAN,CAN,72,223,2010,2,12,42,8475758.0,https://assets.nhle.com/mugs/nhl/20152016/NJD/8475758.png
2015-2016,Devante Smith-Pelly,MTL,F,296.0,260.0,,,355.0,205.0,219.0,83.0,367.0,347.0,116.0,75.0,,257.0,Fourth Line,64,786.71666666667,14,5,23,1992-06-14,CAN,CAN,72,223,2010,2,12,42,8475758.0,https://assets.nhle.com/mugs/nhl/20152016/MTL/8475758.png
2015-2016,Dmitrij Jaskin,STL,F,210.0,17.0,,,178.0,8.0,110.0,219.0,241.0,266.0,206.0,63.0,,288.0,Fourth Line,65,770.85,4,5,22,1993-03-23,RUS,CZE,74,216,2011,2,11,41,8476436.0,https://assets.nhle.com/mugs/nhl/20152016/STL/8476436.png
2015-2016,Dominic Moore,NYR,F,328.0,385.0,,115.0,328.0,345.0,287.0,320.0,326.0,414.0,327.0,286.0,11.0,330.0,Fourth Line,80,1063.6,6,5,35,1980-08-03,CAN,CAN,72,192,2000,3,30,95,8468575.0,https://assets.nhle.com/mugs/nhl/20152016/NYR/8468575.png
2015-2016,Drew Miller,DET,F,400.0,62.0,,62.0,403.0,257.0,293.0,382.0,403.0,391.0,309.0,125.0,,340.0,Fourth Line,28,363.23333333333,1,1,31,1984-02-17,USA,USA,74,183,2003,6,19,186,8470778.0,https://assets.nhle.com/mugs/nhl/20152016/DET/8470778.png
2015-2016,Drew Stafford,WPG,F,206.0,407.0,165.0,179.0,263.0,360.0,126.0,149.0,252.0,246.0,255.0,279.0,,140.0,Second Line,78,1393.35,21,10,29,1985-10-30,USA,USA,74,215,2004,1,13,13,8471226.0,https://assets.nhle.com/mugs/nhl/20152016/WPG/8471226.png
2015-2016,Dustin Brown,LAK,F,100.0,140.0,150.0,129.0,143.0,19.0,13.0,233.0,195.0,158.0,38.0,49.0,,184.0,Second Line,82,1326.2166666667,11,10,30,1984-11-04,USA,USA,72,205,2003,1,13,13,8470606.0,https://assets.nhle.com/mugs/nhl/20152016/LAK/8470606.png
2015-2016,Dwight King,LAK,F,284.0,382.0,,77.0,159.0,243.0,352.0,193.0,288.0,146.0,379.0,157.0,,327.0,Third Line,47,678.55,7,3,26,1989-07-05,CAN,CAN,76,229,2007,4,18,109,8474100.0,https://assets.nhle.com/mugs/nhl/20152016/LAK/8474100.png
2015-2016,Dylan Larkin,DET,F,28.0,288.0,142.0,,152.0,266.0,31.0,29.0,103.0,26.0,51.0,299.0,,95.0,Second Line,80,1323.5333333333,23,16,19,1996-07-30,USA,USA,73,198,2014,1,15,15,8477946.0,https://assets.nhle.com/mugs/nhl/20152016/DET/8477946.png
2015-2016,Elias Lindholm,CAR,F,221.0,295.0,180.0,10.0,57.0,311.0,204.0,300.0,283.0,144.0,159.0,217.0,98.0,163.0,First Line,82,1485.1333333333,11,15,20,1994-12-02,SWE,SWE,73,202,2013,1,5,5,8477496.0,https://assets.nhle.com/mugs/nhl/20152016/CAR/8477496.png
2015-2016,Emerson Etem,NYR,F,183.0,341.0,,,151.0,402.0,99.0,215.0,253.0,302.0,83.0,150.0,,260.0,Fourth Line,58,762.7,7,6,23,1992-06-16,USA,USA,73,212,2010,1,29,29,8475770.0,https://assets.nhle.com/mugs/nhl/20152016/NYR/8475770.png
2015-2016,Emerson Etem,VAN,F,183.0,341.0,,,151.0,402.0,99.0,215.0,253.0,302.0,83.0,150.0,,260.0,Fourth Line,58,762.7,7,6,23,1992-06-16,USA,USA,73,212,2010,1,29,29,8475770.0,https://assets.nhle.com/mugs/nhl/20152016/VAN/8475770.png
2015-2016,Eric Fehr,PIT,F,285.0,4.0,,56.0,243.0,58.0,177.0,238.0,336.0,401.0,53.0,204.0,94.0,227.0,Fourth Line,55,718.06666666667,8,1,29,1985-09-07,CAN,CAN,76,209,2003,1,18,18,8470611.0,https://assets.nhle.com/mugs/nhl/20152016/PIT/8470611.png
2015-2016,Eric Nystrom,NSH,F,413.0,39.0,,30.0,411.0,23.0,407.0,253.0,416.0,417.0,242.0,62.0,,369.0,Fourth Line,46,528.23333333333,7,0,32,1983-02-14,USA,USA,73,200,2002,1,10,10,8470180.0,https://assets.nhle.com/mugs/nhl/20152016/NSH/8470180.png
2015-2016,Eric Staal,NYR,F,63.0,220.0,119.0,,14.0,219.0,71.0,160.0,134.0,108.0,162.0,293.0,54.0,99.0,First Line,83,1540.1,13,16,30,1984-10-29,CAN,CAN,76,195,2003,1,2,2,8470595.0,https://assets.nhle.com/mugs/nhl/20152016/NYR/8470595.png
2015-2016,Eric Staal,CAR,F,63.0,220.0,119.0,,14.0,219.0,71.0,160.0,134.0,108.0,162.0,293.0,54.0,99.0,First Line,83,1540.1,13,16,30,1984-10-29,CAN,CAN,76,195,2003,1,2,2,8470595.0,https://assets.nhle.com/mugs/nhl/20152016/CAR/8470595.png
2015-2016,Erik Condra,TBL,F,256.0,44.0,,38.0,231.0,34.0,250.0,204.0,284.0,274.0,351.0,345.0,,325.0,Fourth Line,54,578.16666666667,6,3,29,1986-08-06,USA,USA,71,185,2006,7,28,211,8473588.0,https://assets.nhle.com/mugs/nhl/20152016/TBL/8473588.png
2015-2016,Erik Haula,MIN,F,269.0,9.0,,104.0,377.0,79.0,218.0,192.0,126.0,395.0,356.0,278.0,51.0,250.0,Fourth Line,76,967.26666666667,14,13,24,1991-03-23,FIN,FIN,71,191,2009,7,1,182,8475287.0,https://assets.nhle.com/mugs/nhl/20152016/MIN/8475287.png
2015-2016,Evander Kane,BUF,F,86.0,362.0,132.0,41.0,154.0,297.0,6.0,121.0,297.0,232.0,333.0,77.0,,32.0,First Line,65,1367.4166666667,20,9,24,1991-08-02,CAN,CAN,74,210,2009,1,4,4,8475169.0,https://assets.nhle.com/mugs/nhl/20152016/BUF/8475169.png
2015-2016,Evgeni Malkin,PIT,F,40.0,232.0,4.0,,31.0,164.0,196.0,32.0,81.0,9.0,330.0,384.0,161.0,6.0,First Line,57,1104.0166666667,27,21,29,1986-07-31,RUS,RUS,75,195,2004,1,2,2,8471215.0,https://assets.nhle.com/mugs/nhl/20152016/PIT/8471215.png
2015-2016,Evgeny Kuznetsov,WSH,F,60.0,249.0,8.0,,86.0,215.0,197.0,308.0,3.0,127.0,236.0,308.0,143.0,97.0,Second Line,82,1428.05,20,43,23,1992-05-19,RUS,RUS,74,207,2010,1,26,26,8475744.0,https://assets.nhle.com/mugs/nhl/20152016/WSH/8475744.png
2015-2016,Filip Forsberg,NSH,F,18.0,68.0,137.0,13.0,36.0,46.0,24.0,9.0,91.0,2.0,34.0,198.0,,21.0,First Line,82,1562.3166666667,33,14,21,1994-08-13,SWE,SWE,73,205,2012,1,11,11,8476887.0,https://assets.nhle.com/mugs/nhl/20152016/NSH/8476887.png
2015-2016,Frank Vatrano,BOS,F,105.0,33.0,,,371.0,138.0,2.0,30.0,170.0,30.0,346.0,126.0,,171.0,Fourth Line,39,463.33333333333,8,2,21,1994-03-14,USA,USA,71,197,-,-,-,-,8478366.0,https://assets.nhle.com/mugs/nhl/20152016/BOS/8478366.png
2015-2016,Frans Nielsen,NYI,F,161.0,60.0,50.0,81.0,77.0,308.0,143.0,241.0,209.0,320.0,71.0,359.0,61.0,70.0,Second Line,81,1435.3166666667,20,16,31,1984-04-24,DNK,DNK,73,186,2002,3,24,87,8470144.0,https://assets.nhle.com/mugs/nhl/20152016/NYI/8470144.png
2015-2016,Gabriel Landeskog,COL,F,164.0,132.0,187.0,116.0,272.0,334.0,152.0,144.0,87.0,259.0,318.0,148.0,,46.0,First Line,75,1419.4333333333,20,18,22,1992-11-23,SWE,SWE,73,215,2011,1,2,2,8476455.0,https://assets.nhle.com/mugs/nhl/20152016/COL/8476455.png
2015-2016,Garrett Wilson,FLA,F,415.0,92.0,,,390.0,7.0,283.0,417.0,418.0,16.0,335.0,15.0,,418.0,Fourth Line,29,271.8,0,0,24,1991-03-16,CAN,CAN,74,218,2009,4,16,107,8475253.0,https://assets.nhle.com/mugs/nhl/20152016/FLA/8475253.png
2015-2016,Gregory Campbell,CBJ,F,399.0,124.0,,166.0,386.0,239.0,382.0,375.0,391.0,318.0,338.0,100.0,65.0,385.0,Fourth Line,82,866.43333333333,3,3,31,1983-12-17,CAN,CAN,72,188,2002,3,4,67,8470169.0,https://assets.nhle.com/mugs/nhl/20152016/CBJ/8470169.png
2015-2016,Gustav Nyquist,DET,F,110.0,109.0,97.0,,193.0,68.0,148.0,178.0,63.0,52.0,89.0,325.0,,115.0,Third Line,82,1243.9666666667,17,17,26,1989-09-01,SWE,SWE,71,180,2008,4,30,121,8474679.0,https://assets.nhle.com/mugs/nhl/20152016/DET/8474679.png
2015-2016,Henrik Sedin,VAN,F,295.0,361.0,92.0,,186.0,202.0,408.0,385.0,53.0,51.0,220.0,414.0,156.0,133.0,First Line,74,1360.0333333333,11,30,34,1980-09-26,SWE,SWE,74,183,1999,1,3,3,8467876.0,https://assets.nhle.com/mugs/nhl/20152016/VAN/8467876.png
2015-2016,Henrik Zetterberg,DET,F,186.0,224.0,35.0,,197.0,121.0,121.0,275.0,189.0,44.0,168.0,348.0,85.0,55.0,First Line,82,1591.65,13,21,34,1980-10-09,SWE,SWE,72,197,1999,7,24,210,8468083.0,https://assets.nhle.com/mugs/nhl/20152016/DET/8468083.png
2015-2016,Iiro Pakarinen,EDM,F,323.0,340.0,,101.0,395.0,295.0,129.0,257.0,255.0,234.0,48.0,26.0,,355.0,Fourth Line,63,676.85,5,5,24,1991-08-25,FIN,FIN,73,212,2011,7,3,184,8476336.0,https://assets.nhle.com/mugs/nhl/20152016/EDM/8476336.png
2015-2016,J.T. Brown,TBL,F,182.0,84.0,,162.0,244.0,49.0,61.0,299.0,106.0,222.0,197.0,185.0,,280.0,Fourth Line,78,1042.1833333333,8,10,25,1990-07-02,USA,USA,70,182,-,-,-,-,,
2015-2016,J.T. Miller,NYR,F,159.0,257.0,201.0,,165.0,298.0,202.0,85.0,207.0,75.0,223.0,111.0,,183.0,Third Line,82,1232.85,22,12,22,1993-03-14,USA,USA,73,218,2011,1,15,15,8476468.0,https://assets.nhle.com/mugs/nhl/20152016/NYR/8476468.png
2015-2016,Jack Eichel,BUF,F,171.0,360.0,39.0,,295.0,327.0,76.0,213.0,122.0,149.0,33.0,370.0,167.0,48.0,First Line,81,1548.85,24,22,18,1996-10-28,USA,USA,74,207,2015,1,2,2,8478403.0,https://assets.nhle.com/mugs/nhl/20152016/BUF/8478403.png
2015-2016,Jack Skille,COL,F,204.0,283.0,,,384.0,376.0,25.0,147.0,240.0,322.0,52.0,88.0,,309.0,Fringe,74,653.6,8,6,28,1987-05-19,USA,USA,73,216,2005,1,7,7,8471681.0,https://assets.nhle.com/mugs/nhl/20152016/COL/8471681.png
2015-2016,Jacob Josefson,NJD,F,403.0,5.0,179.0,61.0,373.0,3.0,348.0,409.0,399.0,307.0,219.0,200.0,122.0,318.0,Second Line,58,900.28333333333,4,3,24,1991-03-02,SWE,SWE,72,196,2009,1,20,20,8475185.0,https://assets.nhle.com/mugs/nhl/20152016/NJD/8475185.png
2015-2016,Jaden Schwartz,STL,F,81.0,71.0,113.0,1.0,63.0,82.0,230.0,113.0,46.0,33.0,243.0,313.0,,76.0,Second Line,33,567.71666666667,8,9,23,1992-06-25,CAN,CAN,70,185,2010,1,14,14,8475768.0,https://assets.nhle.com/mugs/nhl/20152016/STL/8475768.png
2015-2016,Jake Virtanen,VAN,F,201.0,93.0,252.0,,304.0,170.0,41.0,189.0,259.0,188.0,216.0,38.0,,282.0,Fourth Line,55,636.01666666667,7,5,19,1996-08-17,CAN,CAN,73,226,2014,1,6,6,8477937.0,https://assets.nhle.com/mugs/nhl/20152016/VAN/8477937.png
2015-2016,Jakob Silfverberg,ANA,F,52.0,136.0,27.0,106.0,96.0,132.0,20.0,120.0,130.0,327.0,232.0,271.0,,120.0,Second Line,82,1391.9,20,11,24,1990-10-13,SWE,SWE,73,207,2009,2,9,39,8475164.0,https://assets.nhle.com/mugs/nhl/20152016/ANA/8475164.png
2015-2016,Jakub Voracek,PHI,F,95.0,262.0,10.0,,71.0,177.0,155.0,279.0,18.0,132.0,123.0,332.0,,34.0,First Line,73,1356.7833333333,11,27,26,1989-08-15,CZE,CZE,74,216,2007,1,7,7,8474161.0,https://assets.nhle.com/mugs/nhl/20152016/PHI/8474161.png
2015-2016,James Neal,NSH,F,29.0,46.0,111.0,,128.0,45.0,14.0,16.0,201.0,22.0,266.0,223.0,,24.0,First Line,82,1563.85,31,19,27,1987-09-03,CAN,CAN,75,212,2005,2,3,33,8471707.0,https://assets.nhle.com/mugs/nhl/20152016/NSH/8471707.png
2015-2016,James van Riemsdyk,TOR,F,38.0,369.0,6.0,,59.0,395.0,39.0,73.0,95.0,27.0,183.0,235.0,,37.0,Second Line,40,710.51666666667,14,10,26,1989-05-04,USA,USA,75,208,2007,1,2,2,8474037.0,https://assets.nhle.com/mugs/nhl/20152016/TOR/8474037.png
2015-2016,Jamie Benn,DAL,F,9.0,323.0,18.0,86.0,6.0,363.0,54.0,27.0,23.0,129.0,127.0,171.0,79.0,4.0,First Line,82,1641.8,41,26,26,1989-07-18,CAN,CAN,74,205,2007,5,8,129,8473994.0,https://assets.nhle.com/mugs/nhl/20152016/DAL/8473994.png
